Unnamed: 0,agent,group,model,AS_fit,DB_fit,VS_fit,SG_fit,lambda,beta,tau,gamma,alpha,eps_soc,lambda_fit,beta_fit,tau_fit,par_fit
39390,2.0,82.0,AS,66.45930607355271,66.46192957295497,66.32904815772959,66.47788821142304,0.1621755529695169,0.5331548947567859,0.0178526951464718,0.0,0.0,0.0,0.26089275989516336,7.997958857768866,0.016911221253575057,
39405,3.0,82.0,DB,50.86466713701665,30.00305961935876,51.895426668211904,50.99888230140899,1.264904236512558,0.4173846979078619,0.008588627432984,0.3788403682971514,0.0,0.0,1.260678827869201,0.4101605278017688,0.009800598533679428,0.40951958759697554
39840,0.0,83.0,VS,34.88916965993954,21.912494439144584,20.3988399231285,34.22804642220593,0.5788823090604006,0.1775737978235754,0.0072122565940522,0.0,0.847592642511382,0.0,0.6962588964354289,0.07293515287955246,0.021704608903989377,0.45679251663825887
39855,1.0,83.0,DB,64.58743393421184,56.86031800113038,62.368167458010944,63.1935987221476,0.5376350377235216,1.624368479424569,0.0335292246638751,0.9691846860867924,0.0,0.0,0.3290277533836797,11.209994824370037,0.0040217904915264184,0.954131815464262
39870,2.0,83.0,DB,55.566327291215686,43.4026220126425,54.72996035655707,55.03073933599353,0.383954154445921,0.3481630273104634,0.0080212366511457,0.436003816467638,0.0,0.0,0.38175222467934616,0.34365175341447485,0.009850312853520993,0.4128512172791926
39885,3.0,83.0,SG,39.88816126606099,42.12890622530461,46.67079159753808,30.48565031733539,0.1688858227396612,0.3528994272783357,0.0053977258568522,0.0,0.0,1.374220370312372,0.060029282808492894,0.35213613076848516,0.005629439409679479,1.328907565927034
40320,0.0,84.0,AS,66.2516272308829,66.23956739082203,66.39636714122011,66.25531015383842,0.178531847707691,0.7123766551594551,0.0206559460361988,0.0,0.0,0.0,0.03195570009811023,1.3810752431091369,0.0109251219835277,
40335,1.0,84.0,DB,33.95966771991238,29.42690057041298,117.94038906609858,33.579596432747,0.4666869300035446,0.7393163742308018,0.0040609612087772,0.1159358149239013,0.0,0.0,0.5382159131198108,0.4798926610051254,0.006513136628795751,0.13422560802494105
40350,2.0,84.0,DB,65.62587803948301,60.87947206568313,65.85734188679089,65.65134645978091,0.3782128598513458,0.5236033591293671,0.0090796199945268,0.8874987797211371,0.0,0.0,0.43106461768060234,1.8254169969012357,0.014387684217719379,0.8576577227978788
40365,3.0,84.0,SG,66.31164737476259,66.30921521554771,64.85260432814438,64.88714371441384,0.3523570092125704,0.6823391270930167,0.0179742230788296,0.0,0.0,1.92028426783392,0.07593899186622333,0.5617418320692661,0.054473881473931486,0.3201011699977634
40800,0.0,85.0,VS,29.993700534033657,27.336528853666792,18.69413271117056,28.170985882327656,0.2388093249468723,0.290399631281821,0.0056967482511066,0.0,0.5424016990015131,0.0,0.12202049777708798,0.29153560475600293,0.004464176409403626,0.3870082593588746
40815,1.0,85.0,VS,48.134755276244896,37.13144043534192,22.31716992240279,46.78772891889763,0.5374749757602384,0.5729686906435372,0.0186216879032519,0.0,0.9023964031369665,0.0,0.5353026048877565,0.47700109873294455,0.019559184654348322,0.7477098003732912
40830,2.0,85.0,VS,40.63342246642833,33.9079930688445,17.99128914942448,40.176173684551074,0.5224079186827297,0.5204433017910888,0.0062402531607009,0.0,0.814988245385231,0.0,0.5404695147443168,0.5036198719504745,0.0072954049072703996,0.7538032977323854
40845,3.0,85.0,AS,62.06221967297495,62.13164279513556,66.08437758410042,62.05650345643866,0.4624679005470431,0.8646514358062286,0.0166836644297773,0.0,0.0,0.0,0.5785880130783199,0.5326514367371284,0.030857550051940155,
41280,0.0,86.0,VS,23.028956229718567,13.33146508912013,9.096656165849929,20.63300187226892,0.4371438891069937,0.3694402311052065,0.0090689854046686,0.0,0.6194128263111165,0.0,0.14151472663461115,0.3448327134952601,0.010582180792486295,0.2609300892525953
41295,1.0,86.0,SG,25.51918702009496,25.495224953683252,33.61166641317484,10.967282967928345,0.3826360772715251,0.2621706548638884,0.004353894431859,0.0,0.0,1.2698335455258007,0.35681173588083986,0.26317115253136286,0.0031929559925188877,1.20616823530542
41310,2.0,86.0,VS,50.855592083543804,11.42922446567942,6.917804092753895,49.59568229571046,0.5119206789831616,0.4086374399289758,0.0039159809672572,0.0,0.6342098919306132,0.0,0.6213652245790782,0.3369348491785289,0.01086612953934447,0.5406272593593128
41325,3.0,86.0,VS,32.16960920426554,14.735200272949571,9.23222230788646,31.5594646152586,0.7600302990159444,0.2415068443643386,0.016930587467374,0.0,0.770725386520519,0.0,0.9278458535586103,0.15563988990553873,0.01873336717200943,0.4184461340950897
41760,0.0,87.0,DB,64.04691305108194,35.74017523036517,63.240607361431074,63.329486680680816,0.4695710194217329,0.3175695396860161,0.0063934254870179,0.7230060968838036,0.0,0.0,0.3283363229325261,0.36026039786046116,0.0006401746352196735,0.7496743664736285
41775,1.0,87.0,DB,62.24398026387638,62.17283821324989,62.61282790659308,62.26537732764354,0.6466702232150391,0.4519992138711282,0.0423367284272758,0.3979337723728592,0.0,0.0,0.6935873721201016,0.5922513575147117,0.043063822101515804,0.3335598714320297
41790,2.0,87.0,VS,65.53166411638838,65.54118585580241,62.21825774366769,141.49392959612368,0.5680991378156112,1.6466355929443943,0.0493367482097396,0.0,0.8741301795556826,0.0,0.5219484925320854,1.5653136878252984,0.039487416897995,1.0
41805,3.0,87.0,DB,66.26837885023815,66.31064129744067,66.56652443398426,66.49845311294148,0.1804940165107726,0.7065319470161086,0.0095284512521553,0.3319659936702515,0.0,0.0,0.2782024568115754,1.724109687006013,0.0013213472290110099,0.5665267728948814
42240,0.0,88.0,SG,42.09310562338072,26.41965452591785,46.24655305214578,7.730435902516251,0.2236614650724876,0.2285264223524486,0.0022047047132962,0.0,0.0,3.2776452804105984,0.23754385937576164,0.262512797592445,0.0006792251313947899,5.812826943379907
42255,1.0,88.0,DB,56.31686920089292,35.24234709660449,54.06618442053468,56.16769663100517,0.8548453183225251,0.4498677830113964,0.0064773542130915,0.5824189465548334,0.0,0.0,0.81208007580027,0.5122481201377285,0.005590777880960322,0.5993605979288891
42270,2.0,88.0,DB,62.00351707150232,60.556421898911246,63.50616093281749,62.03936011643875,0.4751184191750434,0.9320087493469008,0.0200872201767793,0.5929352923580384,0.0,0.0,0.4360143633130856,2.8832175347538094,0.009983909868226528,0.4795545675219914
42285,3.0,88.0,SG,109.3053721102546,88.18480293455198,65.95966588332739,52.56158470270752,0.2641296340344294,0.4905976637828423,0.0062791389260456,0.0,0.0,3.025202790320134,0.07446974868449488,0.5056101173206542,0.0055219523851382304,3.0819642155686484
42720,0.0,89.0,VS,62.23341473576919,55.26924317522291,44.97739782921156,61.74324249852671,0.4383571699728143,0.5388255006879319,0.0122751847160146,0.0,0.086086628884712,0.0,0.42045989032508513,0.5248139707158485,0.009862491403876034,0.07699625053741074
42735,1.0,89.0,VS,47.8117570955676,43.628077184380885,14.852589715041749,47.836233132037336,0.7330631439276677,0.601170843619902,0.008865742962777,0.0,0.2590553589549421,0.0,0.712489628086113,0.6004513995280409,0.00929544886658832,0.24904208631803815
42750,2.0,89.0,SG,55.03431839882088,55.19052382268261,55.73441884312415,37.16201468232754,0.7506692029238158,0.9141249203715872,0.014214078752723,0.0,0.0,0.9006297615940115,0.6855857317546306,1.175087928997561,0.010495985060791364,0.7623635305247105
42765,3.0,89.0,AS,45.21079499547902,42.19573276587858,12.582321598331362,12.088093468432907,0.5203153593588716,0.1173047008617275,0.0052059711744126,0.0,0.0,0.0,0.636906109112177,0.10687280487436074,0.004520695051577256,
43200,0.0,90.0,DB,64.92122534317409,31.084149355484072,62.92265968631536,65.21673139548221,0.5774235041451874,0.6646220359892665,0.0074091923357083,0.7921273253567213,0.0,0.0,0.6165807231347241,0.7954246652031012,0.008602060863678637,0.8435188659299498
43215,1.0,90.0,SG,34.3235976789505,33.60296988849629,36.473697232779855,31.62162021162307,0.6491354481004274,0.2642121784331526,0.0258214171809402,0.0,0.0,3.0978019327188573,0.6191030360928592,0.2928928068005394,0.019504260211322514,3.6913674058702766
43230,2.0,90.0,VS,63.33823813357421,59.470718518527,42.42862416139616,61.66539563524795,0.497377555351663,0.7902640784222278,0.0420512758516374,0.0,0.7787409942186817,0.0,0.4457551273471714,0.892463328602366,0.022215815006674633,0.6748623044353282
43245,3.0,90.0,SG,66.18731662313948,66.20103167434414,66.28437252208155,65.06569466091376,0.3981545230223454,1.0255861219537503,0.0248843128088609,0.0,0.0,3.633650672616969,0.5232264152747497,0.7468289913674198,0.08903946408394377,0.8426008870881863
