"","X","group","agent","trial","round","scaling","choice","isRandom","reward","payoff","rescaled","env","search_dist","soc_sd1","soc_sd2","soc_sd3","soc_sd","soc_rew1","soc_rew2","soc_rew3","soc_rew","prev_rew","RT_server","soc_choice1","soc_choice2","soc_choice3"
"5489",5489,24,2,13,5,79,8,0,0.8676,86,73,1,1,2.23606797749979,1.4142135623731,3.16227766016838,2.27085306668042,0.6934,0.9499,0.8042,0.815833333333333,1,3490,21,18,40
"5490",5490,24,2,14,5,79,31,0,0.7317,73,63,1,2.23606797749979,1,2.23606797749979,1.4142135623731,1.55009384662429,0.7474,0.9499,0.7887,0.828666666666667,0.8676,2848,20,18,41
"5491",5491,24,2,0,6,71,117,1,0.5923,62,49,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5492",5492,24,2,1,6,71,13,0,0.2361,24,22,18,10.295630140987,5,10.6301458127346,8,7.87671527091155,0.457,0.3034,0.4697,0.410033333333333,0.5923,4072,68,98,101
"5493",5493,24,2,2,6,71,40,0,0.629,63,50,18,5.3851648071345,1.4142135623731,1,6.70820393249937,3.04080583162416,0.7854,0.6852,0.6841,0.718233333333333,0.2361,3947,52,39,67
"5494",5494,24,2,3,6,71,30,0,0.4947,49,40,18,1.4142135623731,2.23606797749979,1.4142135623731,6,3.21676051329096,0.1317,0.702,0.2945,0.376066666666667,0.629,4233,9,40,24
"5495",5495,24,2,4,6,71,64,0,0.8921,89,68,18,3.16227766016838,0,1.4142135623731,3.60555127546399,1.67325494594569,0.8878,0.8844,0.7532,0.8418,0.4947,4480,64,52,83
"5496",5496,24,2,5,6,71,75,0,0.9942,99,75,18,1,0,1.4142135623731,1.4142135623731,0.942809041582064,0.8152,0.9831,0.713,0.8371,0.8921,2688,75,63,85
"5497",5497,24,2,6,6,71,53,0,0.7371,75,58,18,2,1.4142135623731,2.23606797749979,3.16227766016838,2.27085306668042,0.7993,0.9106,0.4761,0.728666666666667,0.9942,3052,65,74,61
"5498",5498,24,2,7,6,71,86,0,0.974,97,74,18,3,1.4142135623731,2,4.24264068711928,2.55228474983079,0.6262,0.7844,1,0.803533333333333,0.7371,3757,76,64,116
"5499",5499,24,2,8,6,71,97,0,0.9039,92,70,18,1,4,3.60555127546399,2.82842712474619,3.47799280007006,0.7514,1,0.9308,0.894066666666667,0.974,3364,53,62,117
"5500",5500,24,2,9,6,71,108,0,0.9003,91,70,18,1,5.09901951359278,4.12310562561766,4.12310562561766,4.4484102549427,0.7978,0.9831,0.9385,0.906466666666667,0.9039,3732,54,63,115
"5501",5501,24,2,10,6,71,119,0,0.9434,94,72,18,1,5.09901951359278,5.09901951359278,3.16227766016838,4.45343889578465,0.9991,0.9831,0.9661,0.982766666666667,0.9003,3542,63,63,105
"5502",5502,24,2,11,6,71,96,0,0.8426,83,64,18,2.23606797749979,3.16227766016838,3,1.4142135623731,2.52549707418049,1,0.9831,0.8796,0.954233333333333,0.9434,3891,62,63,106
"5503",5503,24,2,12,6,71,74,0,0.9461,94,72,18,2,2.23606797749979,1,4.24264068711928,2.49290288820636,0.8179,0.9831,0.9471,0.916033333333333,0.8426,3615,61,63,104
"5504",5504,24,2,13,6,71,85,0,0.94,93,71,18,1,1,2,3.16227766016838,2.05409255338946,0.9648,0.9831,0.8738,0.940566666666667,0.9461,3200,74,63,93
"5505",5505,24,2,14,6,71,118,0,0.7607,75,58,18,3,4.12310562561766,5,4.12310562561766,4.41540375041177,0.9602,0.9831,0.7907,0.911333333333333,0.94,3282,73,63,103
"5506",5506,24,2,0,7,62,105,1,0.3816,39,29,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5507",5507,24,2,1,7,62,10,0,0.7135,71,49,10,9.8488578017961,10.1980390271856,8.06225774829855,7.81024967590665,8.69018215046359,0.3534,0.5149,0.4561,0.441466666666667,0.3816,4156,118,13,59
"5508",5508,24,2,2,7,62,34,0,0.3084,32,25,10,9.48683298050514,5.8309518948453,5,7.81024967590665,6.21373385691732,0.3067,0.414,0.0947,0.2718,0.7135,4856,72,89,95
"5509",5509,24,2,3,7,62,20,0,0.7865,79,54,10,8.24621125123532,1.4142135623731,0,7,2.80473785412437,1,0.8758,0.3171,0.730966666666667,0.3084,4283,10,20,13
"5510",5510,24,2,4,7,62,40,0,0.8412,87,59,10,2.82842712474619,3.60555127546399,2.23606797749979,7.07106781186548,4.30422902160975,0.937,0.9354,0.521,0.7978,0.7865,3884,21,31,90
"5511",5511,24,2,5,7,62,18,0,0.5695,56,40,10,2,2.23606797749979,2.82842712474619,2,2.35483170074866,0.8966,0.9368,0.7271,0.8535,0.8412,4715,9,42,40
"5512",5512,24,2,6,7,62,64,0,0.7378,74,51,10,4.47213595499958,4,1,4,3,0.9414,0.8316,0.7082,0.827066666666667,0.5695,3058,20,53,20
"5513",5513,24,2,7,7,62,42,0,1,101,68,10,2,1.4142135623731,1,2,1.47140452079103,0.786,0.9275,0.41,0.707833333333333,0.7378,3557,32,41,64
"5514",5514,24,2,8,7,62,43,0,0.9636,96,65,10,1,10.4403065089106,0,4.47213595499958,4.97081415463671,0.6988,0.8615,0.6619,0.740733333333333,1,2867,0,43,17
"5515",5515,24,2,9,7,62,54,0,0.9204,92,62,10,1,1,1.4142135623731,5.09901951359278,2.50441102532196,0.7338,0.9368,0.0904,0.587,0.9636,5317,43,42,108
"5516",5516,24,2,10,7,62,53,0,0.9304,93,63,10,1,4.12310562561766,1,8,4.37436854187255,0.6712,0.9368,0.426,0.678,0.9204,9063,8,42,45
"5517",5517,24,2,11,7,62,52,0,0.869,87,59,10,1,2.23606797749979,1.4142135623731,2.23606797749979,1.96211650579089,0.8555,0.9368,0.7362,0.842833333333333,0.9304,2920,31,42,29
"5518",5518,24,2,12,7,62,32,0,0.904,91,61,10,2.82842712474619,1.4142135623731,1.4142135623731,2.82842712474619,1.88561808316413,0.7337,0.9368,0.5818,0.750766666666667,0.869,3453,42,42,52
"5519",5519,24,2,13,7,62,41,0,0.9312,91,61,10,2.23606797749979,2.23606797749979,1,0,1.07868932583326,0.7258,0.9368,0.7394,0.800666666666667,0.904,5879,54,42,41
"5520",5520,24,2,14,7,62,39,0,0.7863,79,54,10,2,2.82842712474619,3,2.23606797749979,2.68816503408199,0.8801,0.9368,0.804,0.873633333333333,0.9312,5766,19,42,30
"7921",7921,6,3,0,0,72,60,1,0.4606,46,38,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7922",7922,6,3,1,0,72,28,0,0.7126,72,57,10,3.16227766016838,3.60555127546399,6.32455532033676,7.28010988928052,5.73673882836042,0.3998,0.4034,0.0414,0.281533333333333,0.4606,5257,3,44,107
"7923",7923,6,3,2,0,72,29,0,0.8631,86,67,10,1,3,7.28010988928052,3.60555127546399,4.6285537215815,0.2615,0.4034,0.4599,0.374933333333333,0.7126,10157,62,44,48
"7924",7924,6,3,3,0,72,30,0,0.9246,92,71,10,1,4,8.24621125123532,5.8309518948453,6.02572104869354,0.1631,0.4034,0.1497,0.238733333333333,0.8631,5320,74,44,58
"7925",7925,6,3,4,0,72,19,0,0.83,82,64,10,1,8.60232526704263,4.47213595499958,3.60555127546399,5.5600041658354,0.1913,0.6296,0.6858,0.502233333333333,0.9246,5393,91,37,38
"7926",7926,6,3,5,0,72,41,0,0.9275,90,70,10,2,7.07106781186548,4.12310562561766,2,4.39805781249438,0.4465,0.4031,0.7577,0.535766666666667,0.83,4556,23,48,39
"7927",7927,6,3,6,0,72,31,0,0.9354,93,72,10,1.4142135623731,9.05538513813742,4.12310562561766,2.23606797749979,5.13818624708496,0.6676,0.742,0.7271,0.712233333333333,0.9275,4213,11,38,40
"7928",7928,6,3,7,0,72,42,0,0.9368,95,73,10,1,9.48683298050514,3,3.16227766016838,5.21637021355784,0.6988,0.7863,0.7642,0.749766666666667,0.9354,4169,0,39,50
"7929",7929,6,3,8,0,72,54,0,0.7147,69,55,10,1.4142135623731,9.8488578017961,4,4.47213595499958,6.10699791893189,0.4513,0.6801,0.7071,0.612833333333333,0.9368,3685,1,50,28
"7930",7930,6,3,9,0,72,53,0,0.8316,84,65,10,1,9.21954445729289,3.60555127546399,2,4.94169857758563,0.6053,0.7537,0.6594,0.6728,0.7147,3867,22,28,51
"7931",7931,6,3,10,0,72,43,0,0.8615,85,66,10,1.4142135623731,9.21954445729289,5.09901951359278,4.47213595499958,6.26356664196175,0.4834,0.7886,0.6955,0.655833333333333,0.8316,4183,12,27,61
"7932",7932,6,3,11,0,72,32,0,0.9417,94,73,10,1,7.07106781186548,3,5.3851648071345,5.15207753966666,0.217,0.7467,0.7229,0.5622,0.8615,5000,36,29,49
"7933",7933,6,3,12,0,72,21,0,0.9832,98,76,10,1,10.770329614269,5,6.40312423743285,7.39115128390062,0.5072,0.6519,0.702,0.620366666666667,0.9417,4202,55,16,60
"7934",7934,6,3,13,0,72,10,0,1,99,76,10,1,10.770329614269,4.12310562561766,3.60555127546399,6.16632883845022,0.5124,0.5866,0.7362,0.611733333333333,0.9832,4432,44,17,29
"7935",7935,6,3,14,0,72,20,0,0.8758,88,68,10,1.4142135623731,1.4142135623731,2.23606797749979,1.4142135623731,1.68816503408199,0.92,0.9312,0.804,0.885066666666667,1,3605,30,41,30
"7936",7936,6,3,0,1,68,3,1,0.0792,6,9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7937",7937,6,3,1,1,68,94,0,0.8792,89,66,18,8.54400374531753,8.24621125123532,2.82842712474619,5.8309518948453,5.63519675694227,0.158,0.7607,0.6419,0.5202,0.0792,1173,8,118,56
"7938",7938,6,3,2,1,68,82,0,0.6587,68,51,18,1.4142135623731,4.12310562561766,3.60555127546399,5,4.24288563369388,0.5775,0.7854,0.3732,0.5787,0.8792,4659,89,107,35
"7939",7939,6,3,3,1,68,106,0,0.6715,68,51,18,2.82842712474619,1.4142135623731,1.4142135623731,7.28010988928052,3.3695123380089,0.6941,0.8426,0.5202,0.685633333333333,0.6587,3594,96,96,77
"7940",7940,6,3,4,1,68,93,0,0.8295,83,61,18,2.23606797749979,4,3.16227766016838,3.60555127546399,3.58927631187746,0.6758,0.94,0.3489,0.6549,0.6715,4614,97,85,58
"7941",7941,6,3,5,1,68,83,0,0.8247,82,61,18,1.4142135623731,2.82842712474619,2.23606797749979,2.23606797749979,2.43352102658192,0.6665,0.9461,0.8796,0.830733333333333,0.8295,5362,107,74,106
"7942",7942,6,3,6,1,68,95,0,0.7902,77,57,18,1.4142135623731,2.23606797749979,3.16227766016838,0,1.79944854588939,0.7104,0.8234,0.8289,0.787566666666667,0.8247,3306,108,63,95
"7943",7943,6,3,7,1,68,62,0,1,100,73,18,3,5.8309518948453,1,3.16227766016838,3.33107651833789,0.6797,0.9401,0.7563,0.792033333333333,0.7902,3748,120,73,96
"7944",7944,6,3,8,1,68,63,0,0.9831,98,72,18,1,5,1.4142135623731,3.60555127546399,3.33992161261236,0.6144,0.9942,0.8916,0.8334,1,3464,118,75,94
"7945",7945,6,3,9,1,68,73,0,0.9481,94,69,18,1.4142135623731,4.47213595499958,2.23606797749979,2.82842712474619,3.17887701908185,0.6524,0.974,0.8738,0.8334,0.9831,3037,119,86,93
"7946",7946,6,3,10,1,68,61,0,0.8321,83,61,18,1.4142135623731,4,4.12310562561766,4,4.04103520853922,0.7728,1,0.9661,0.912966666666667,0.9481,4030,105,76,105
"7947",7947,6,3,11,1,68,51,0,0.9304,92,68,18,1.4142135623731,6.08276253029822,3.60555127546399,6.08276253029822,5.25702544535348,0.8424,1,1,0.947466666666667,0.8321,3136,116,76,116
"7948",7948,6,3,12,1,68,52,0,0.8844,90,66,18,1,4.47213595499958,3.60555127546399,6.70820393249937,4.92863038765431,0.728,0.9177,0.9385,0.8614,0.9304,3436,94,87,115
"7949",7949,6,3,13,1,68,76,0,0.4435,44,35,18,2.82842712474619,6.40312423743285,3.16227766016838,5.8309518948453,5.13211793081551,0.8369,0.8944,0.9471,0.8928,0.8844,4749,115,84,104
"7950",7950,6,3,14,1,68,74,0,0.9106,93,68,18,2,5.65685424949238,1,5.65685424949238,4.10456949966159,0.6746,0.9942,0.7047,0.791166666666667,0.4435,3392,114,75,114
"7951",7951,6,3,0,2,74,18,1,0.5788,57,47,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7952",7952,6,3,1,2,74,49,0,0.5073,50,42,15,3.60555127546399,5.09901951359278,3.16227766016838,2,3.42043239125372,0.1682,0.6186,0.2785,0.3551,0.5788,2493,105,17,27
"7953",7953,6,3,2,2,74,57,0,0.333,33,29,15,3.16227766016838,4.12310562561766,4,4.24264068711928,4.12191543757898,0,0.3095,0.7507,0.3534,0.5073,6550,12,61,93
"7954",7954,6,3,3,2,74,63,0,0.2259,22,21,15,6,0,5.3851648071345,5,3.46172160237817,0.4794,0.6602,0.7507,0.6301,0.333,3804,63,80,104
"7955",7955,6,3,4,2,74,92,0,0.9135,94,75,15,5,8.06225774829855,2.23606797749979,1,3.76610857526611,0.7296,0.6109,0.8909,0.7438,0.2259,2990,19,79,103
"7956",7956,6,3,5,2,74,103,0,0.9488,94,75,15,1,8.54400374531753,2,1,3.84800124843918,0.5052,0.7557,0.9855,0.7488,0.9135,4145,18,81,102
"7957",7957,6,3,6,2,74,91,0,0.9978,100,79,15,1.4142135623731,9.21954445729289,2.23606797749979,1.4142135623731,4.28994199905526,0.825,0.8007,0.9984,0.8747,0.9488,3284,20,82,101
"7958",7958,6,3,7,2,74,102,0,1,100,79,15,1,10.6301458127346,2.23606797749979,2,4.95540459674481,0.6899,0.7439,0.9036,0.779133333333333,0.9978,4267,21,93,100
"7959",7959,6,3,8,2,74,102,0,1,102,80,15,0,9.21954445729289,3.60555127546399,1.4142135623731,4.74643643170999,0.781,0.7156,0.9789,0.825166666666667,1,3649,31,83,90
"7960",7960,6,3,9,2,74,91,0,0.9978,99,78,15,1,7.81024967590665,2.23606797749979,0,3.34877255113548,0.7325,0.6877,1,0.806733333333333,1,3452,42,104,91
"7961",7961,6,3,10,2,74,102,0,1,99,78,15,1,10.816653826392,1.4142135623731,1,4.41028912958835,0.795,0.6399,0.857,0.763966666666667,0.9978,3048,9,92,113
"7962",7962,6,3,11,2,74,101,0,0.9497,95,75,15,1,12.0415945787923,3.60555127546399,2.23606797749979,5.96107127725202,0.7201,0.7696,0.8468,0.778833333333333,1,3565,10,70,80
"7963",7963,6,3,12,2,74,90,0,0.9487,95,75,15,1,10,3.16227766016838,2,5.05409255338946,0.7153,0.5986,0.875,0.729633333333333,0.9497,4537,8,58,112
"7964",7964,6,3,13,2,74,102,0,1,100,79,15,1.4142135623731,8.60232526704263,3.16227766016838,2.23606797749979,4.66689030157027,0.7018,0.7633,0.8481,0.771066666666667,0.9487,3031,30,94,89
"7965",7965,6,3,14,2,74,91,0,0.9978,100,79,15,1,9.21954445729289,3.16227766016838,1,4.46060737248709,0.6366,0.7465,0.9132,0.765433333333334,1,3251,32,105,92
"7966",7966,6,3,0,3,72,117,1,0.2032,20,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7967",7967,6,3,1,3,72,59,0,0.7251,73,58,2,5.8309518948453,2.23606797749979,3.16227766016838,5,3.46611521255606,0.8477,0.5901,0.5992,0.679,0.2032,3114,72,73,64
"7968",7968,6,3,2,3,72,60,0,0.8451,83,65,2,1,2.23606797749979,2.82842712474619,1,2.02149836741533,0.7884,0.7701,0.6271,0.728533333333333,0.7251,9090,73,36,61
"7969",7969,6,3,3,3,72,71,0,0.8104,82,64,2,1,0,4.24264068711928,1.4142135623731,1.88561808316413,0.7081,0.6153,0.526,0.616466666666667,0.8451,4056,71,35,59
"7970",7970,6,3,4,3,72,61,0,0.957,97,75,2,1.4142135623731,0,2.82842712474619,2,1.60947570824873,0.9669,0.9287,1,0.9652,0.8104,2692,61,37,39
"7971",7971,6,3,5,3,72,62,0,0.9421,94,73,2,1,1.4142135623731,2.82842712474619,3.16227766016838,2.46830611576256,0.9682,0.9588,0.9514,0.959466666666667,0.957,3183,50,38,28
"7972",7972,6,3,6,3,72,72,0,0.8521,84,65,2,1.4142135623731,3,4.12310562561766,3.16227766016838,3.42846109526201,0.8801,0.8657,0.9774,0.907733333333333,0.9421,3636,39,27,40
"7973",7973,6,3,7,3,72,61,0,0.957,96,74,2,1,3,1.4142135623731,2.23606797749979,2.21676051329096,0.8073,1,0.9128,0.9067,0.8521,3886,28,49,38
"7974",7974,6,3,8,3,72,61,0,0.957,95,73,2,0,4,1,3.16227766016838,2.72075922005613,0.7308,0.9102,0.9093,0.8501,0.957,3350,17,60,29
"7975",7975,6,3,9,3,72,61,0,0.957,97,75,2,0,1,1,3.16227766016838,1.72075922005613,0.8625,0.909,0.8861,0.885866666666667,0.957,3116,62,50,27
"7976",7976,6,3,10,3,72,61,0,0.957,96,74,2,0,1,2,1.4142135623731,1.47140452079103,0.8826,0.8863,0.891,0.886633333333333,0.957,4898,60,39,51
"7977",7977,6,3,11,3,72,61,0,0.957,95,73,2,0,1.4142135623731,2.23606797749979,1,1.55009384662429,0.9896,0.9999,0.8835,0.957666666666667,0.957,3535,49,48,50
"7978",7978,6,3,12,3,72,50,0,0.8522,86,67,2,1,1,2.23606797749979,2.23606797749979,1.82404531833319,0.8263,0.9662,0.835,0.875833333333333,0.957,3932,51,59,41
"7979",7979,6,3,13,3,72,61,0,0.957,96,74,2,1,2.23606797749979,3,3.60555127546399,2.94720641765459,0.9219,0.8939,0.7458,0.853866666666667,0.8522,3832,48,58,26
"7980",7980,6,3,14,3,72,61,0,0.957,96,74,2,0,2.23606797749979,3,2.82842712474619,2.68816503408199,0.9737,0.8023,0.7621,0.846033333333333,0.957,3038,38,28,37
"7981",7981,6,3,0,4,71,37,1,0.3859,38,32,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7982",7982,6,3,1,4,71,72,0,0.2315,23,21,20,3.60555127546399,7.21110255092798,7.81024967590665,6.32455532033676,7.1153025157238,0.7785,0.8067,0.8013,0.7955,0.3859,922,22,11,88
"7983",7983,6,3,2,4,71,24,0,0.5143,52,42,20,5.65685424949238,1,1.4142135623731,4.47213595499958,2.29544983912422,0.702,0.7118,0.7955,0.736433333333333,0.2315,7439,23,12,66
"7984",7984,6,3,3,4,71,78,0,0.5959,60,48,20,5.09901951359278,4.12310562561766,5.09901951359278,3.16227766016838,4.12813426645961,0.8636,0.7986,0.5819,0.748033333333333,0.5143,2952,33,22,44
"7985",7985,6,3,4,4,71,55,0,0.8027,79,61,20,2.23606797749979,1,2,2.23606797749979,1.74535599249993,0.8845,0.8598,0.9347,0.893,0.5959,2562,44,33,78
"7986",7986,6,3,5,4,71,33,0,0.719,71,55,20,2,2,1,4.47213595499958,2.49071198499986,0.7856,0.878,0.839,0.8342,0.8027,3020,55,44,79
"7987",7987,6,3,6,4,71,77,0,0.7539,72,56,20,4,3.16227766016838,4.12310562561766,0,2.42846109526201,0.7932,0.9042,0.8127,0.8367,0.719,3196,45,34,77
"7988",7988,6,3,7,4,71,88,0,0.8931,90,69,20,1,5.09901951359278,5.3851648071345,1,3.82806144024243,0.795,0.8371,0.8386,0.823566666666667,0.7539,5088,34,35,89
"7989",7989,6,3,8,4,71,99,0,1,101,77,20,1,4.12310562561766,5.09901951359278,3.16227766016838,4.12813426645961,0.6481,1,0.9873,0.878466666666667,0.8931,2931,56,45,67
"7990",7990,6,3,9,4,71,110,0,0.8947,90,69,20,1,9,5.09901951359278,4.47213595499958,6.19038515619745,0.8153,0.9173,0.9621,0.898233333333333,1,3184,11,56,68
"7991",7991,6,3,10,4,71,99,0,1,99,75,20,1,3,5,4.47213595499958,4.15737865166653,0.7553,0.878,0.9412,0.858166666666667,0.8947,3119,66,44,57
"7992",7992,6,3,11,4,71,99,0,1,100,76,20,0,2,4,5,3.66666666666667,0.873,0.7875,0.7703,0.810266666666667,1,3899,77,55,58
"7993",7993,6,3,12,4,71,99,0,1,100,76,20,0,1,5.3851648071345,4.12310562561766,3.50275681091739,0.9932,0.9147,0.9071,0.938333333333333,1,3451,88,46,56
"7994",7994,6,3,13,4,71,99,0,1,101,77,20,0,0,4.47213595499958,4.24264068711928,2.90492554737295,1,0.8273,0.7437,0.857,1,3301,99,57,69
"7995",7995,6,3,14,4,71,99,0,1,100,76,20,0,1,5.8309518948453,5.3851648071345,4.07203890065993,0.8967,0.6235,0.8212,0.780466666666667,1,3801,110,47,46
"7996",7996,6,3,0,5,67,44,1,0.7398,74,55,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7997",7997,6,3,1,5,67,48,0,0.7304,73,54,30,4,3.16227766016838,6.70820393249937,0,3.29016053088925,0.6611,0.4805,0.8381,0.6599,0.7398,2262,56,111,48
"7998",7998,6,3,2,5,67,67,0,0.808,80,59,30,3.60555127546399,10,4.47213595499958,2.82842712474619,5.76685435991526,0.5166,0.6999,0.989,0.735166666666667,0.7304,5719,9,49,47
"7999",7999,6,3,3,5,67,69,0,0.9382,95,69,30,2,5.3851648071345,5.8309518948453,2.23606797749979,4.48406155982653,0.7507,0.3062,0.9783,0.6784,0.808,2855,12,41,46
"8000",8000,6,3,4,5,67,70,0,0.9857,100,72,30,1,5,2.23606797749979,3.60555127546399,3.61387308432126,0.9191,0.7187,0.9166,0.851466666666667,0.9382,3315,23,47,45
"8001",8001,6,3,5,5,67,81,0,0.9563,96,69,30,1,5,4.24264068711928,2.82842712474619,4.02368927062182,0.9583,0.6096,0.9624,0.843433333333333,0.9857,3198,34,45,57
"8002",8002,6,3,6,5,67,71,0,1,100,72,30,1.4142135623731,4.47213595499958,4.47213595499958,2.23606797749979,3.72677996249965,0.8388,0.6989,1,0.8459,0.9563,4502,45,25,58
"8003",8003,6,3,7,5,67,72,0,0.9197,93,67,30,1,7.21110255092798,1.4142135623731,5,4.54177203776702,0.7942,0.5828,0.8807,0.752566666666667,1,3066,22,84,35
"8004",8004,6,3,8,5,67,82,0,0.9458,95,69,30,1.4142135623731,5.8309518948453,1.4142135623731,3.16227766016838,3.46914770579559,0.7427,0.7401,0.6884,0.723733333333333,0.9197,4386,44,92,68
"8005",8005,6,3,9,5,67,60,0,0.9644,95,69,30,2,5.3851648071345,4.24264068711928,4,4.54260183141793,0.8419,0.5982,0.8603,0.7668,0.9458,3916,33,90,56
"8006",8006,6,3,10,5,67,59,0,0.8739,89,65,30,1,2.82842712474619,2,0,1.60947570824873,0.9534,0.9339,0.8808,0.9227,0.9644,3321,35,81,59
"8007",8007,6,3,11,5,67,61,0,0.9285,93,67,30,2,3.60555127546399,2.23606797749979,3.60555127546399,3.14905684280926,0.8864,1,0.846,0.9108,0.8739,3179,36,70,36
"8008",8008,6,3,12,5,67,83,0,0.8729,86,63,30,2,6.40312423743285,2.82842712474619,3.16227766016838,4.13127634078247,0.9911,0.8963,0.7251,0.870833333333333,0.9285,3000,24,59,69
"8009",8009,6,3,13,5,67,80,0,0.9528,95,69,30,3,5,2.23606797749979,5.09901951359278,4.11169583036419,1,0.9889,0.4532,0.814033333333333,0.8729,3431,25,71,96
"8010",8010,6,3,14,5,67,71,0,1,100,72,30,2.23606797749979,5.3851648071345,1,1,2.46172160237817,0.9241,0.9096,0.5631,0.798933333333333,0.9528,6691,14,82,82
"8011",8011,6,3,0,6,72,85,1,0.3955,37,32,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8012",8012,6,3,1,6,72,47,0,0.8315,82,64,19,5.8309518948453,3.16227766016838,3.60555127546399,6.70820393249937,4.49201095604391,0.5083,0.0867,0.0216,0.205533333333333,0.3955,2471,33,78,116
"8013",8013,6,3,2,6,72,46,0,0.6728,68,54,19,1,7.07106781186548,6.08276253029822,5.09901951359278,6.08428328525216,0.6523,0.283,0.3332,0.422833333333333,0.8315,4449,64,41,40
"8014",8014,6,3,3,6,72,36,0,0.8384,84,65,19,1.4142135623731,6.70820393249937,7.07106781186548,6.70820393249937,6.82915855895474,0.5972,0.3969,0.6744,0.556166666666667,0.6728,5514,75,96,75
"8015",8015,6,3,4,6,72,25,0,0.8116,82,64,19,1,6.08276253029822,0,7.81024967590665,4.63100406873496,0.6236,0.9572,0.7125,0.764433333333333,0.8384,3393,20,25,86
"8016",8016,6,3,5,6,72,24,0,0.7785,78,61,19,1,5.65685424949238,1.4142135623731,9.21954445729289,5.43020408971945,0.4055,0.8586,0.632,0.632033333333333,0.8116,3512,72,36,97
"8017",8017,6,3,6,6,72,37,0,0.775,79,62,19,2.23606797749979,6.08276253029822,1,5,4.02758751009941,0.6334,0.7106,0.5949,0.6463,0.7785,3381,54,26,84
"8018",8018,6,3,7,6,72,26,0,0.6856,69,55,19,1,7.81024967590665,2,7.81024967590665,5.87349978393777,0.4933,1,0.6528,0.715366666666667,0.775,3186,87,24,87
"8019",8019,6,3,8,6,72,34,0,0.5582,56,45,19,3.16227766016838,6,1,8.06225774829855,5.02075258276618,0.6265,0.8236,0.6742,0.7081,0.6856,3217,40,23,85
"8020",8020,6,3,9,6,72,14,0,0.8679,88,68,19,2.82842712474619,2.82842712474619,2.23606797749979,1,2.02149836741533,0.5831,0.8161,0.9785,0.792566666666667,0.5582,2553,38,35,25
"8021",8021,6,3,10,6,72,2,0,1,101,78,19,1.4142135623731,5.3851648071345,1,2,2.7950549357115,0.5909,0.8892,0.7901,0.756733333333333,0.8679,2932,29,13,24
"8022",8022,6,3,11,6,72,1,0,0.8304,84,65,19,1,6,2.23606797749979,3.60555127546399,3.94720641765459,0.1743,0.8013,0.9298,0.635133333333333,1,2982,7,14,26
"8023",8023,6,3,12,6,72,2,0,1,99,76,19,1,8.06225774829855,1.4142135623731,3.60555127546399,4.36067419537854,0.643,0.7866,0.8845,0.771366666666667,0.8304,3034,53,12,37
"8024",8024,6,3,13,6,72,2,0,1,100,77,19,0,7.21110255092798,3.16227766016838,3.16227766016838,4.51188595708825,0.6315,0.6388,0.8545,0.708266666666667,1,3018,52,34,36
"8025",8025,6,3,14,6,72,2,0,1,99,76,19,0,6.40312423743285,0,1.4142135623731,2.60577926660198,0.5996,0.6414,1,0.747,1,3532,51,2,14
"8026",8026,6,3,0,7,65,86,1,0.3819,37,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8027",8027,6,3,1,7,65,57,0,0.7768,79,56,0,7.28010988928052,1,6.40312423743285,4.12310562561766,3.84207662101684,0.6031,0.439,0.2925,0.444866666666667,0.3819,3151,68,18,50
"8028",8028,6,3,2,7,65,66,0,0.741,73,52,0,2.23606797749979,4.47213595499958,5.3851648071345,2.82842712474619,4.22857596229342,0.8171,0.3743,0.5509,0.580766666666667,0.7768,4802,24,93,90
"8029",8029,6,3,3,7,65,35,0,0.7696,79,56,0,3.60555127546399,2,2.23606797749979,1,1.74535599249993,0.9305,0.5666,0.6888,0.728633333333333,0.741,4292,13,58,24
"8030",8030,6,3,4,7,65,45,0,0.863,86,61,0,1.4142135623731,3,8.06225774829855,3.16227766016838,4.74151180282231,0.9909,0.0744,0.5946,0.5533,0.7696,4860,12,64,13
"8031",8031,6,3,5,7,65,33,0,0.834,82,58,0,1.4142135623731,2,2.23606797749979,9.4339811320566,4.5566830365188,0.8326,0.7963,0.0271,0.552,0.863,2642,11,24,96
"8032",8032,6,3,6,7,65,23,0,0.8687,88,62,0,1.4142135623731,2,1,3.16227766016838,2.05409255338946,1,0.9219,0.7322,0.8847,0.834,5126,1,12,57
"8033",8033,6,3,7,7,65,0,0,0.9651,96,67,0,2.23606797749979,2,1,4.12310562561766,2.37436854187255,0.9521,0.8857,0.8243,0.887366666666667,0.8687,4400,2,11,45
