"","X","group","agent","trial","round","scaling","isRandom","reward","payoff","rescaled","env","soc_sd","soc_rew","prev_rew","RT_server","soc_choice","social"
"21749",21749,24,2,7,2,80,0,0.9498,94,80,27,1.4142135623731,0.881,0.881,5113,57,0
"21750",21750,24,2,7,2,80,0,0.9498,94,80,27,2,0.6997,0.881,5113,55,1
"21751",21751,24,2,7,2,80,0,0.9498,94,80,27,0,0.9864,0.881,5113,57,1
"21752",21752,24,2,7,2,80,0,0.9498,94,80,27,8.60232526704263,0.6654,0.881,5113,9,1
"21753",21753,24,2,8,2,80,0,0.8497,86,74,27,1,0.9498,0.9498,2870,46,0
"21754",21754,24,2,8,2,80,0,0.8497,86,74,27,1.4142135623731,0.7197,0.9498,2870,56,1
"21755",21755,24,2,8,2,80,0,0.8497,86,74,27,1.4142135623731,0.8184,0.9498,2870,58,1
"21756",21756,24,2,8,2,80,0,0.8497,86,74,27,7.28010988928052,0.5755,0.9498,2870,31,1
"21757",21757,24,2,9,2,80,0,0.8293,83,71,27,1.4142135623731,0.8497,0.8497,3865,56,0
"21758",21758,24,2,9,2,80,0,0.8293,83,71,27,2.23606797749979,0.61,0.8497,3865,79,1
"21759",21759,24,2,9,2,80,0,0.8293,83,71,27,1.4142135623731,0.9727,0.8497,3865,46,1
"21760",21760,24,2,9,2,80,0,0.8293,83,71,27,8.60232526704263,0.4676,0.8497,3865,8,1
"21761",21761,24,2,10,2,80,0,0.8733,86,74,27,1.4142135623731,0.8293,0.8293,5089,68,0
"21762",21762,24,2,10,2,80,0,0.8733,86,74,27,3.60555127546399,0.6118,0.8293,5089,33,1
"21763",21763,24,2,10,2,80,0,0.8733,86,74,27,1.4142135623731,1,0.8293,5089,56,1
"21764",21764,24,2,10,2,80,0,0.8733,86,74,27,7.81024967590665,0.4267,0.8293,5089,19,1
"21765",21765,24,2,11,2,80,0,0.6566,65,57,27,1,0.8733,0.8733,3576,79,0
"21766",21766,24,2,11,2,80,0,0.6566,65,57,27,8.54400374531753,0.7453,0.8733,3576,120,1
"21767",21767,24,2,11,2,80,0,0.6566,65,57,27,2,0.9864,0.8733,3576,57,1
"21768",21768,24,2,11,2,80,0,0.6566,65,57,27,8.54400374531753,0.483,0.8733,3576,54,1
"21769",21769,24,2,12,2,80,0,0.6329,63,55,27,3.60555127546399,0.6566,0.6566,3290,60,0
"21770",21770,24,2,12,2,80,0,0.6329,63,55,27,6.40312423743285,0.6853,0.6566,3290,119,1
"21771",21771,24,2,12,2,80,0,0.6329,63,55,27,3,0.9864,0.6566,3290,57,1
"21772",21772,24,2,12,2,80,0,0.6329,63,55,27,4.47213595499958,0.3346,0.6566,3290,42,1
"21773",21773,24,2,13,2,80,0,0.6158,61,54,27,6.40312423743285,0.6329,0.6329,4293,21,0
"21774",21774,24,2,13,2,80,0,0.6158,61,54,27,10.770329614269,0.6997,0.6329,4293,55,1
"21775",21775,24,2,13,2,80,0,0.6158,61,54,27,8.94427190999916,0.9864,0.6329,4293,57,1
"21776",21776,24,2,13,2,80,0,0.6158,61,54,27,2.23606797749979,0.2705,0.6329,4293,30,1
"21777",21777,24,2,14,2,80,0,0.6549,66,58,27,8.24621125123532,0.6158,0.6158,4832,35,0
"21778",21778,24,2,14,2,80,0,0.6549,66,58,27,3.16227766016838,0.7681,0.6158,4832,67,1
"21779",21779,24,2,14,2,80,0,0.6549,66,58,27,2,0.9864,0.6158,4832,57,1
"21780",21780,24,2,14,2,80,0,0.6549,66,58,27,7.07106781186548,0.2644,0.6158,4832,53,1
"21781",21781,24,2,0,3,78,1,0.7,70,60,33,NA,NA,NA,NA,45,0
"21782",21782,24,2,0,3,78,1,0.7,70,60,33,NA,NA,NA,NA,NA,1
"21783",21783,24,2,0,3,78,1,0.7,70,60,33,NA,NA,NA,NA,NA,1
"21784",21784,24,2,0,3,78,1,0.7,70,60,33,NA,NA,NA,NA,NA,1
"21785",21785,24,2,1,3,78,0,0.7656,77,65,33,1,0.7,0.7,2717,46,0
"21786",21786,24,2,1,3,78,0,0.7656,77,65,33,6.70820393249937,0.514,0.7,2717,85,1
"21787",21787,24,2,1,3,78,0,0.7656,77,65,33,4.12310562561766,0.3983,0.7,2717,61,1
"21788",21788,24,2,1,3,78,0,0.7656,77,65,33,4.47213595499958,0.4535,0.7,2717,72,1
"21789",21789,24,2,2,3,78,0,0.6971,69,59,33,1.4142135623731,0.7656,0.7656,3340,56,0
"21790",21790,24,2,2,3,78,0,0.6971,69,59,33,3,0.4311,0.7656,3340,59,1
"21791",21791,24,2,2,3,78,0,0.6971,69,59,33,2.23606797749979,0.7141,0.7656,3340,35,1
"21792",21792,24,2,2,3,78,0,0.6971,69,59,33,4,0.6549,0.7656,3340,12,1
"21793",21793,24,2,3,3,78,0,0.6208,60,52,33,2.23606797749979,0.6971,0.6971,4304,35,0
"21794",21794,24,2,3,3,78,0,0.6208,60,52,33,10.6301458127346,0.4361,0.6971,4304,120,1
"21795",21795,24,2,3,3,78,0,0.6208,60,52,33,1,0.604,0.6971,4304,24,1
"21796",21796,24,2,3,3,78,0,0.6208,60,52,33,1,0.7964,0.6971,4304,36,1
"21797",21797,24,2,4,3,78,0,0.859,87,73,33,1.4142135623731,0.6208,0.6208,3464,47,0
"21798",21798,24,2,4,3,78,0,0.859,87,73,33,7.61577310586391,0.5808,0.6208,3464,21,1
"21799",21799,24,2,4,3,78,0,0.859,87,73,33,1,0.7981,0.6208,3464,46,1
"21800",21800,24,2,4,3,78,0,0.859,87,73,33,2.23606797749979,0.6905,0.6208,3464,38,1
"21801",21801,24,2,5,3,78,0,0.8737,89,74,33,1,0.859,0.859,3217,48,0
"21802",21802,24,2,5,3,78,0,0.8737,89,74,33,5,0.5392,0.859,3217,11,1
"21803",21803,24,2,5,3,78,0,0.8737,89,74,33,2.23606797749979,0.7806,0.859,3217,57,1
"21804",21804,24,2,5,3,78,0,0.8737,89,74,33,2.23606797749979,0.4002,0.859,3217,57,1
"21805",21805,24,2,6,3,78,0,0.7742,77,65,33,1,0.8737,0.8737,2758,49,0
"21806",21806,24,2,6,3,78,0,0.7742,77,65,33,7.81024967590665,0.4512,0.8737,2758,110,1
"21807",21807,24,2,6,3,78,0,0.7742,77,65,33,3.60555127546399,0.6241,0.8737,2758,68,1
"21808",21808,24,2,6,3,78,0,0.7742,77,65,33,3.16227766016838,0.6885,0.8737,2758,15,1
"21809",21809,24,2,7,3,78,0,0.7295,73,62,33,1.4142135623731,0.7742,0.7742,2665,59,0
"21810",21810,24,2,7,3,78,0,0.7295,73,62,33,4.47213595499958,0.677,0.7742,2665,41,1
"21811",21811,24,2,7,3,78,0,0.7295,73,62,33,1,0.6429,0.7742,2665,58,1
"21812",21812,24,2,7,3,78,0,0.7295,73,62,33,3.60555127546399,0.7877,0.7742,2665,34,1
"21813",21813,24,2,8,3,78,0,0.8677,87,73,33,2,0.7295,0.7295,2835,37,0
"21814",21814,24,2,8,3,78,0,0.8677,87,73,33,6.32455532033676,0.5244,0.7295,2835,65,1
"21815",21815,24,2,8,3,78,0,0.8677,87,73,33,3.16227766016838,0.7112,0.7295,2835,45,1
"21816",21816,24,2,8,3,78,0,0.8677,87,73,33,1,0.6532,0.7295,2835,48,1
"21817",21817,24,2,9,3,78,0,0.7519,75,64,33,1,0.8677,0.8677,2748,26,0
"21818",21818,24,2,9,3,78,0,0.7519,75,64,33,3.60555127546399,0.8294,0.8677,2748,7,1
"21819",21819,24,2,9,3,78,0,0.7519,75,64,33,2.82842712474619,0.7981,0.8677,2748,46,1
"21820",21820,24,2,9,3,78,0,0.7519,75,64,33,1,0.8682,0.8677,2748,25,1
"21821",21821,24,2,10,3,78,0,0.5382,54,47,33,1.4142135623731,0.7519,0.7519,3052,16,0
"21822",21822,24,2,10,3,78,0,0.5382,54,47,33,3.16227766016838,0.72,0.7519,3052,8,1
"21823",21823,24,2,10,3,78,0,0.5382,54,47,33,4.24264068711928,0.7981,0.7519,3052,46,1
"21824",21824,24,2,10,3,78,0,0.5382,54,47,33,2,0.7841,0.7519,3052,14,1
"21825",21825,24,2,11,3,78,0,0.7931,79,67,33,2,0.5382,0.5382,3281,38,0
"21826",21826,24,2,11,3,78,0,0.7931,79,67,33,3.16227766016838,0.8908,0.5382,3281,6,1
"21827",21827,24,2,11,3,78,0,0.7931,79,67,33,3.16227766016838,0.7981,0.5382,3281,46,1
"21828",21828,24,2,11,3,78,0,0.7931,79,67,33,3.16227766016838,0.878,0.5382,3281,24,1
"21829",21829,24,2,12,3,78,0,0.6267,62,53,33,2.23606797749979,0.7931,0.7931,2881,25,0
"21830",21830,24,2,12,3,78,0,0.6267,62,53,33,2.82842712474619,0.8914,0.7931,2881,5,1
"21831",21831,24,2,12,3,78,0,0.6267,62,53,33,2.23606797749979,0.7981,0.7931,2881,46,1
"21832",21832,24,2,12,3,78,0,0.6267,62,53,33,1.4142135623731,0.805,0.7931,2881,35,1
"21833",21833,24,2,13,3,78,0,0.5403,54,47,33,4.47213595499958,0.6267,0.6267,2884,7,0
"21834",21834,24,2,13,3,78,0,0.5403,54,47,33,3,0.8373,0.6267,2884,4,1
"21835",21835,24,2,13,3,78,0,0.5403,54,47,33,6.40312423743285,0.7981,0.6267,2884,46,1
"21836",21836,24,2,13,3,78,0,0.5403,54,47,33,4.24264068711928,0.7381,0.6267,2884,37,1
"21837",21837,24,2,14,3,78,0,0.5737,58,50,33,7.61577310586391,0.5403,0.5403,3905,33,0
"21838",21838,24,2,14,3,78,0,0.5737,58,50,33,4.24264068711928,0.757,0.5403,3905,3,1
"21839",21839,24,2,14,3,78,0,0.5737,58,50,33,2.23606797749979,0.7981,0.5403,3905,46,1
"21840",21840,24,2,14,3,78,0,0.5737,58,50,33,4.12310562561766,0.755,0.5403,3905,26,1
"21841",21841,24,2,0,4,68,1,0.354,34,28,5,NA,NA,NA,NA,66,0
"21842",21842,24,2,0,4,68,1,0.354,34,28,5,NA,NA,NA,NA,NA,1
"21843",21843,24,2,0,4,68,1,0.354,34,28,5,NA,NA,NA,NA,NA,1
"21844",21844,24,2,0,4,68,1,0.354,34,28,5,NA,NA,NA,NA,NA,1
"21845",21845,24,2,1,4,68,0,0.9628,96,70,5,5,0.354,0.354,3115,113,0
"21846",21846,24,2,1,4,68,0,0.9628,96,70,5,5.3851648071345,0.4017,0.354,3115,60,1
"21847",21847,24,2,1,4,68,0,0.9628,96,70,5,5.8309518948453,0.5177,0.354,3115,55,1
"21848",21848,24,2,1,4,68,0,0.9628,96,70,5,2,0.7387,0.354,3115,111,1
"21849",21849,24,2,2,4,68,0,0.904,92,68,5,1,0.9628,0.9628,2603,114,0
"21850",21850,24,2,2,4,68,0,0.904,92,68,5,9,0.1718,0.9628,2603,15,1
"21851",21851,24,2,2,4,68,0,0.904,92,68,5,8.24621125123532,0.2761,0.9628,2603,24,1
"21852",21852,24,2,2,4,68,0,0.904,92,68,5,2.23606797749979,0.9018,0.9628,2603,91,1
"21853",21853,24,2,3,4,68,0,0.9412,93,68,5,2,0.904,0.904,3054,112,0
"21854",21854,24,2,3,4,68,0,0.9412,93,68,5,8.06225774829855,0.2966,0.904,3054,109,1
"21855",21855,24,2,3,4,68,0,0.9412,93,68,5,1.4142135623731,0.8421,0.904,3054,102,1
"21856",21856,24,2,3,4,68,0,0.9412,93,68,5,3.60555127546399,0.7035,0.904,3054,81,1
"21857",21857,24,2,4,4,68,0,0.982,98,72,5,1.4142135623731,0.9412,0.9412,3022,102,0
"21858",21858,24,2,4,4,68,0,0.982,98,72,5,6.70820393249937,0.6189,0.9412,3022,33,1
"21859",21859,24,2,4,4,68,0,0.982,98,72,5,1.4142135623731,0.6459,0.9412,3022,92,1
"21860",21860,24,2,4,4,68,0,0.982,98,72,5,2.23606797749979,0.6389,0.9412,3022,79,1
"21861",21861,24,2,5,4,68,0,0.9611,96,70,5,1,0.982,0.982,2674,91,0
"21862",21862,24,2,5,4,68,0,0.9611,96,70,5,3.16227766016838,0.6089,0.982,2674,77,1
"21863",21863,24,2,5,4,68,0,0.9611,96,70,5,2.23606797749979,0.8295,0.982,2674,114,1
"21864",21864,24,2,5,4,68,0,0.9611,96,70,5,1.4142135623731,0.9124,0.982,2674,103,1
"21865",21865,24,2,6,4,68,0,0.8814,89,66,5,1,0.9611,0.9611,3136,80,0
"21866",21866,24,2,6,4,68,0,0.8814,89,66,5,9.21954445729289,0.4665,0.9611,3136,21,1
"21867",21867,24,2,6,4,68,0,0.8814,89,66,5,3.16227766016838,1,0.9611,3136,112,1
"21868",21868,24,2,6,4,68,0,0.8814,89,66,5,2.23606797749979,0.5687,0.9611,3136,93,1
"21869",21869,24,2,7,4,68,0,0.8654,88,65,5,2.23606797749979,0.8814,0.8814,3299,103,0
"21870",21870,24,2,7,4,68,0,0.8654,88,65,5,6.32455532033676,0.0872,0.8814,3299,87,1
"21871",21871,24,2,7,4,68,0,0.8654,88,65,5,3.16227766016838,0.993,0.8814,3299,111,1
"21872",21872,24,2,7,4,68,0,0.8654,88,65,5,2,0.9585,0.8814,3299,101,1
"21873",21873,24,2,8,4,68,0,1,101,74,5,2,0.8654,0.8654,2746,101,0
"21874",21874,24,2,8,4,68,0,1,101,74,5,2.23606797749979,0.7032,0.8654,2746,110,1
"21875",21875,24,2,8,4,68,0,1,101,74,5,0,0.9122,0.8654,2746,101,1
"21876",21876,24,2,8,4,68,0,1,101,74,5,1,0.8081,0.8654,2746,100,1
"21877",21877,24,2,9,4,68,0,0.8778,88,65,5,1,1,1,3382,100,0
"21878",21878,24,2,9,4,68,0,0.8778,88,65,5,1,0.6696,1,3382,111,1
"21879",21879,24,2,9,4,68,0,0.8778,88,65,5,2.23606797749979,0.9268,1,3382,113,1
"21880",21880,24,2,9,4,68,0,0.8778,88,65,5,2.23606797749979,0.9467,1,3382,113,1
"21881",21881,24,2,10,4,68,0,0.7967,79,59,5,4,0.8778,0.8778,2889,104,0
"21882",21882,24,2,10,4,68,0,0.7967,79,59,5,10.295630140987,0.2207,0.8778,2889,0,1
"21883",21883,24,2,10,4,68,0,0.7967,79,59,5,3.16227766016838,1,0.8778,2889,112,1
"21884",21884,24,2,10,4,68,0,0.7967,79,59,5,2,1,0.8778,2889,102,1
"21885",21885,24,2,11,4,68,0,0.9176,94,69,5,1,0.7967,0.7967,3454,115,0
"21886",21886,24,2,11,4,68,0,0.9176,94,69,5,2.82842712474619,1,0.7967,3454,91,1
"21887",21887,24,2,11,4,68,0,0.9176,94,69,5,3,1,0.7967,3454,112,1
"21888",21888,24,2,11,4,68,0,0.9176,94,69,5,3,0.8928,0.7967,3454,112,1
"21889",21889,24,2,12,4,68,0,0.9744,97,71,5,1,0.9176,0.9176,3780,116,0
"21890",21890,24,2,12,4,68,0,0.9744,97,71,5,2.82842712474619,0.8425,0.9176,3780,92,1
"21891",21891,24,2,12,4,68,0,0.9744,97,71,5,4,1,0.9176,3780,112,1
"21892",21892,24,2,12,4,68,0,0.9744,97,71,5,2,0.9226,0.9176,3780,114,1
"21893",21893,24,2,13,4,68,0,0.9285,91,67,5,1,0.9744,0.9744,3138,117,0
"21894",21894,24,2,13,4,68,0,0.9285,91,67,5,5,0.9289,0.9744,3138,80,1
"21895",21895,24,2,13,4,68,0,0.9285,91,67,5,5,1,0.9744,3138,112,1
"21896",21896,24,2,13,4,68,0,0.9285,91,67,5,5.3851648071345,0.8278,0.9744,3138,90,1
"21897",21897,24,2,14,4,68,0,0.9466,95,70,5,5.3851648071345,0.9285,0.9285,4393,90,0
"21898",21898,24,2,14,4,68,0,0.9466,95,70,5,1.4142135623731,0.8981,0.9285,4393,102,1
"21899",21899,24,2,14,4,68,0,0.9466,95,70,5,2,1,0.9285,4393,112,1
"21900",21900,24,2,14,4,68,0,0.9466,95,70,5,2,0.8359,0.9285,4393,92,1
"21901",21901,24,2,0,5,79,1,0.4917,49,44,1,NA,NA,NA,NA,66,0
"21902",21902,24,2,0,5,79,1,0.4917,49,44,1,NA,NA,NA,NA,NA,1
"21903",21903,24,2,0,5,79,1,0.4917,49,44,1,NA,NA,NA,NA,NA,1
"21904",21904,24,2,0,5,79,1,0.4917,49,44,1,NA,NA,NA,NA,NA,1
"21905",21905,24,2,1,5,79,0,0.1375,12,14,1,10.770329614269,0.4917,0.4917,3105,120,0
"21906",21906,24,2,1,5,79,0,0.1375,12,14,1,7.81024967590665,0.5209,0.4917,3105,49,1
"21907",21907,24,2,1,5,79,0,0.1375,12,14,1,6.32455532033676,0.1292,0.4917,3105,92,1
"21908",21908,24,2,1,5,79,0,0.1375,12,14,1,8.54400374531753,0.1545,0.4917,3105,79,1
"21909",21909,24,2,2,5,79,0,0.311,35,33,1,5,0.1375,0.1375,3946,65,0
"21910",21910,24,2,2,5,79,0,0.311,35,33,1,2,0.7275,0.1375,3946,87,1
"21911",21911,24,2,2,5,79,0,0.311,35,33,1,9,0.612,0.1375,3946,56,1
"21912",21912,24,2,2,5,79,0,0.311,35,33,1,4.24264068711928,0.807,0.1375,3946,29,1
"21913",21913,24,2,3,5,79,0,0.7482,75,64,1,4.24264068711928,0.311,0.311,3217,29,0
"21914",21914,24,2,3,5,79,0,0.7482,75,64,1,6.70820393249937,0.7201,0.311,3217,98,1
"21915",21915,24,2,3,5,79,0,0.7482,75,64,1,0,0.8467,0.311,3217,29,1
"21916",21916,24,2,3,5,79,0,0.7482,75,64,1,1.4142135623731,0.7714,0.311,3217,19,1
"21917",21917,24,2,4,5,79,0,0.8377,86,73,1,1.4142135623731,0.7482,0.7482,3155,19,0
"21918",21918,24,2,4,5,79,0,0.8377,86,73,1,5.3851648071345,0.7081,0.7482,3155,76,1
"21919",21919,24,2,4,5,79,0,0.8377,86,73,1,1,0.9499,0.7482,3155,18,1
"21920",21920,24,2,4,5,79,0,0.8377,86,73,1,2.82842712474619,0.8108,0.7482,3155,39,1
"21921",21921,24,2,5,5,79,0,0.7291,72,62,1,1,0.8377,0.8377,3627,30,0
"21922",21922,24,2,5,5,79,0,0.7291,72,62,1,5.09901951359278,0.4755,0.8377,3627,86,1
"21923",21923,24,2,5,5,79,0,0.7291,72,62,1,1,0.9205,0.8377,3627,19,1
"21924",21924,24,2,5,5,79,0,0.7291,72,62,1,3.60555127546399,0.6112,0.8377,3627,49,1
"21925",21925,24,2,6,5,79,0,0.7136,73,63,1,1.4142135623731,0.7291,0.7291,3638,18,0
"21926",21926,24,2,6,5,79,0,0.7136,73,63,1,8.54400374531753,0.7126,0.7291,3638,109,1
"21927",21927,24,2,6,5,79,0,0.7136,73,63,1,1,0.89,0.7291,3638,7,1
"21928",21928,24,2,6,5,79,0,0.7136,73,63,1,3,0.715,0.7291,3638,51,1
"21929",21929,24,2,7,5,79,0,0.6478,65,56,1,1,0.7136,0.7136,2930,7,0
"21930",21930,24,2,7,5,79,0,0.6478,65,56,1,5.8309518948453,0.6603,0.7136,2930,65,1
"21931",21931,24,2,7,5,79,0,0.6478,65,56,1,1.4142135623731,0.9054,0.7136,2930,17,1
"21932",21932,24,2,7,5,79,0,0.6478,65,56,1,2.82842712474619,0.8362,0.7136,2930,27,1
"21933",21933,24,2,8,5,79,0,0.917,91,77,1,2.23606797749979,0.6478,0.6478,2881,20,0
"21934",21934,24,2,8,5,79,0,0.917,91,77,1,9.05538513813742,0.6975,0.6478,2881,120,1
"21935",21935,24,2,8,5,79,0,0.917,91,77,1,2,0.9499,0.6478,2881,18,1
"21936",21936,24,2,8,5,79,0,0.917,91,77,1,5,0.7374,0.6478,2881,15,1
"21937",21937,24,2,9,5,79,0,0.8566,85,72,1,1,0.917,0.917,3081,21,0
"21938",21938,24,2,9,5,79,0,0.8566,85,72,1,1,0.8464,0.917,3081,10,1
"21939",21939,24,2,9,5,79,0,0.8566,85,72,1,3,0.9499,0.917,3081,18,1
"21940",21940,24,2,9,5,79,0,0.8566,85,72,1,6.32455532033676,0.7774,0.917,3081,37,1
"21941",21941,24,2,10,5,79,0,0.7,72,62,1,1,0.8566,0.8566,3495,32,0
"21942",21942,24,2,10,5,79,0,0.7,72,62,1,2.23606797749979,0.8641,0.8566,3495,9,1
"21943",21943,24,2,10,5,79,0,0.7,72,62,1,3.16227766016838,0.9499,0.8566,3495,18,1
"21944",21944,24,2,10,5,79,0,0.7,72,62,1,4.12310562561766,0.7594,0.8566,3495,17,1
"21945",21945,24,2,11,5,79,0,0.9381,93,78,1,2,0.7,0.7,3554,10,0
"21946",21946,24,2,11,5,79,0,0.9381,93,78,1,2,0.8196,0.7,3554,8,1
"21947",21947,24,2,11,5,79,0,0.9381,93,78,1,3.16227766016838,0.9499,0.7,3554,18,1
"21948",21948,24,2,11,5,79,0,0.9381,93,78,1,4.47213595499958,0.8324,0.7,3554,28,1
"21949",21949,24,2,12,5,79,0,1,100,84,1,1,0.9381,0.9381,3683,9,0
"21950",21950,24,2,12,5,79,0,1,100,84,1,2,0.6945,0.9381,3683,7,1
"21951",21951,24,2,12,5,79,0,1,100,84,1,2.23606797749979,0.9499,0.9381,3683,18,1
"21952",21952,24,2,12,5,79,0,1,100,84,1,5,0.7902,0.9381,3683,38,1
"21953",21953,24,2,13,5,79,0,0.8676,86,73,1,1,1,1,3490,8,0
"21954",21954,24,2,13,5,79,0,0.8676,86,73,1,2.23606797749979,0.6934,1,3490,21,1
"21955",21955,24,2,13,5,79,0,0.8676,86,73,1,1.4142135623731,0.9499,1,3490,18,1
"21956",21956,24,2,13,5,79,0,0.8676,86,73,1,3.16227766016838,0.8042,1,3490,40,1
"21957",21957,24,2,14,5,79,0,0.7317,73,63,1,2.23606797749979,0.8676,0.8676,2848,31,0
"21958",21958,24,2,14,5,79,0,0.7317,73,63,1,1,0.7474,0.8676,2848,20,1
"21959",21959,24,2,14,5,79,0,0.7317,73,63,1,2.23606797749979,0.9499,0.8676,2848,18,1
"21960",21960,24,2,14,5,79,0,0.7317,73,63,1,1.4142135623731,0.7887,0.8676,2848,41,1
"21961",21961,24,2,0,6,71,1,0.5923,62,49,18,NA,NA,NA,NA,117,0
"21962",21962,24,2,0,6,71,1,0.5923,62,49,18,NA,NA,NA,NA,NA,1
"21963",21963,24,2,0,6,71,1,0.5923,62,49,18,NA,NA,NA,NA,NA,1
"21964",21964,24,2,0,6,71,1,0.5923,62,49,18,NA,NA,NA,NA,NA,1
"21965",21965,24,2,1,6,71,0,0.2361,24,22,18,10.295630140987,0.5923,0.5923,4072,13,0
"21966",21966,24,2,1,6,71,0,0.2361,24,22,18,5,0.457,0.5923,4072,68,1
"21967",21967,24,2,1,6,71,0,0.2361,24,22,18,10.6301458127346,0.3034,0.5923,4072,98,1
"21968",21968,24,2,1,6,71,0,0.2361,24,22,18,8,0.4697,0.5923,4072,101,1
"21969",21969,24,2,2,6,71,0,0.629,63,50,18,5.3851648071345,0.2361,0.2361,3947,40,0
"21970",21970,24,2,2,6,71,0,0.629,63,50,18,1.4142135623731,0.7854,0.2361,3947,52,1
"21971",21971,24,2,2,6,71,0,0.629,63,50,18,1,0.6852,0.2361,3947,39,1
"21972",21972,24,2,2,6,71,0,0.629,63,50,18,6.70820393249937,0.6841,0.2361,3947,67,1
"21973",21973,24,2,3,6,71,0,0.4947,49,40,18,1.4142135623731,0.629,0.629,4233,30,0
"21974",21974,24,2,3,6,71,0,0.4947,49,40,18,2.23606797749979,0.1317,0.629,4233,9,1
"21975",21975,24,2,3,6,71,0,0.4947,49,40,18,1.4142135623731,0.702,0.629,4233,40,1
"21976",21976,24,2,3,6,71,0,0.4947,49,40,18,6,0.2945,0.629,4233,24,1
"21977",21977,24,2,4,6,71,0,0.8921,89,68,18,3.16227766016838,0.4947,0.4947,4480,64,0
"21978",21978,24,2,4,6,71,0,0.8921,89,68,18,0,0.8878,0.4947,4480,64,1
"21979",21979,24,2,4,6,71,0,0.8921,89,68,18,1.4142135623731,0.8844,0.4947,4480,52,1
"21980",21980,24,2,4,6,71,0,0.8921,89,68,18,3.60555127546399,0.7532,0.4947,4480,83,1
"21981",21981,24,2,5,6,71,0,0.9942,99,75,18,1,0.8921,0.8921,2688,75,0
"21982",21982,24,2,5,6,71,0,0.9942,99,75,18,0,0.8152,0.8921,2688,75,1
"21983",21983,24,2,5,6,71,0,0.9942,99,75,18,1.4142135623731,0.9831,0.8921,2688,63,1
"21984",21984,24,2,5,6,71,0,0.9942,99,75,18,1.4142135623731,0.713,0.8921,2688,85,1
"21985",21985,24,2,6,6,71,0,0.7371,75,58,18,2,0.9942,0.9942,3052,53,0
"21986",21986,24,2,6,6,71,0,0.7371,75,58,18,1.4142135623731,0.7993,0.9942,3052,65,1
"21987",21987,24,2,6,6,71,0,0.7371,75,58,18,2.23606797749979,0.9106,0.9942,3052,74,1
"21988",21988,24,2,6,6,71,0,0.7371,75,58,18,3.16227766016838,0.4761,0.9942,3052,61,1
"21989",21989,24,2,7,6,71,0,0.974,97,74,18,3,0.7371,0.7371,3757,86,0
"21990",21990,24,2,7,6,71,0,0.974,97,74,18,1.4142135623731,0.6262,0.7371,3757,76,1
"21991",21991,24,2,7,6,71,0,0.974,97,74,18,2,0.7844,0.7371,3757,64,1
"21992",21992,24,2,7,6,71,0,0.974,97,74,18,4.24264068711928,1,0.7371,3757,116,1
"21993",21993,24,2,8,6,71,0,0.9039,92,70,18,1,0.974,0.974,3364,97,0
"21994",21994,24,2,8,6,71,0,0.9039,92,70,18,4,0.7514,0.974,3364,53,1
"21995",21995,24,2,8,6,71,0,0.9039,92,70,18,3.60555127546399,1,0.974,3364,62,1
"21996",21996,24,2,8,6,71,0,0.9039,92,70,18,2.82842712474619,0.9308,0.974,3364,117,1
"21997",21997,24,2,9,6,71,0,0.9003,91,70,18,1,0.9039,0.9039,3732,108,0
"21998",21998,24,2,9,6,71,0,0.9003,91,70,18,5.09901951359278,0.7978,0.9039,3732,54,1
"21999",21999,24,2,9,6,71,0,0.9003,91,70,18,4.12310562561766,0.9831,0.9039,3732,63,1
"22000",22000,24,2,9,6,71,0,0.9003,91,70,18,4.12310562561766,0.9385,0.9039,3732,115,1
"22001",22001,24,2,10,6,71,0,0.9434,94,72,18,1,0.9003,0.9003,3542,119,0
"22002",22002,24,2,10,6,71,0,0.9434,94,72,18,5.09901951359278,0.9991,0.9003,3542,63,1
"22003",22003,24,2,10,6,71,0,0.9434,94,72,18,5.09901951359278,0.9831,0.9003,3542,63,1
"22004",22004,24,2,10,6,71,0,0.9434,94,72,18,3.16227766016838,0.9661,0.9003,3542,105,1
"22005",22005,24,2,11,6,71,0,0.8426,83,64,18,2.23606797749979,0.9434,0.9434,3891,96,0
"22006",22006,24,2,11,6,71,0,0.8426,83,64,18,3.16227766016838,1,0.9434,3891,62,1
"22007",22007,24,2,11,6,71,0,0.8426,83,64,18,3,0.9831,0.9434,3891,63,1
"22008",22008,24,2,11,6,71,0,0.8426,83,64,18,1.4142135623731,0.8796,0.9434,3891,106,1
"22009",22009,24,2,12,6,71,0,0.9461,94,72,18,2,0.8426,0.8426,3615,74,0
"22010",22010,24,2,12,6,71,0,0.9461,94,72,18,2.23606797749979,0.8179,0.8426,3615,61,1
"22011",22011,24,2,12,6,71,0,0.9461,94,72,18,1,0.9831,0.8426,3615,63,1
"22012",22012,24,2,12,6,71,0,0.9461,94,72,18,4.24264068711928,0.9471,0.8426,3615,104,1
"22013",22013,24,2,13,6,71,0,0.94,93,71,18,1,0.9461,0.9461,3200,85,0
"22014",22014,24,2,13,6,71,0,0.94,93,71,18,1,0.9648,0.9461,3200,74,1
"22015",22015,24,2,13,6,71,0,0.94,93,71,18,2,0.9831,0.9461,3200,63,1
"22016",22016,24,2,13,6,71,0,0.94,93,71,18,3.16227766016838,0.8738,0.9461,3200,93,1
"22017",22017,24,2,14,6,71,0,0.7607,75,58,18,3,0.94,0.94,3282,118,0
