"","X","group","agent","trial","round","scaling","isRandom","reward","payoff","rescaled","env","soc_sd","soc_rew","prev_rew","RT_server","soc_choice","social"
"1219",1219,6,1,4,4,71,0,0.7856,78,60,20,2.23606797749979,0.5959,0.8845,3162,78,1
"1220",1220,6,1,4,4,71,0,0.7856,78,60,20,2.23606797749979,0.9347,0.8845,3162,78,1
"1221",1221,6,1,5,4,71,0,0.7932,79,61,20,1.4142135623731,0.7856,0.7856,2790,45,0
"1222",1222,6,1,5,4,71,0,0.7932,79,61,20,1,0.878,0.7856,2790,44,1
"1223",1223,6,1,5,4,71,0,0.7932,79,61,20,1.4142135623731,0.8027,0.7856,2790,55,1
"1224",1224,6,1,5,4,71,0,0.7932,79,61,20,3.16227766016838,0.839,0.7856,2790,79,1
"1225",1225,6,1,6,4,71,0,0.795,77,60,20,1,0.7932,0.7932,3035,34,0
"1226",1226,6,1,6,4,71,0,0.795,77,60,20,0,0.9042,0.7932,3035,34,1
"1227",1227,6,1,6,4,71,0,0.795,77,60,20,1,0.719,0.7932,3035,33,1
"1228",1228,6,1,6,4,71,0,0.795,77,60,20,4.12310562561766,0.8127,0.7932,3035,77,1
"1229",1229,6,1,7,4,71,0,0.6481,64,50,20,2,0.795,0.795,4974,56,0
"1230",1230,6,1,7,4,71,0,0.6481,64,50,20,2.23606797749979,0.8371,0.795,4974,35,1
"1231",1231,6,1,7,4,71,0,0.6481,64,50,20,2.23606797749979,0.7539,0.795,4974,77,1
"1232",1232,6,1,7,4,71,0,0.6481,64,50,20,3,0.8386,0.795,4974,89,1
"1233",1233,6,1,8,4,71,0,0.8153,82,63,20,4.12310562561766,0.6481,0.6481,3134,11,0
"1234",1234,6,1,8,4,71,0,0.8153,82,63,20,3.16227766016838,1,0.6481,3134,45,1
"1235",1235,6,1,8,4,71,0,0.8153,82,63,20,7,0.8931,0.6481,3134,88,1
"1236",1236,6,1,8,4,71,0,0.8153,82,63,20,5.09901951359278,0.9873,0.6481,3134,67,1
"1237",1237,6,1,9,4,71,0,0.7553,77,60,20,5,0.8153,0.8153,3010,66,0
"1238",1238,6,1,9,4,71,0,0.7553,77,60,20,1.4142135623731,0.9173,0.8153,3010,56,1
"1239",1239,6,1,9,4,71,0,0.7553,77,60,20,3,1,0.8153,3010,99,1
"1240",1240,6,1,9,4,71,0,0.7553,77,60,20,2,0.9621,0.8153,3010,68,1
"1241",1241,6,1,10,4,71,0,0.873,88,67,20,1,0.7553,0.7553,3155,77,0
"1242",1242,6,1,10,4,71,0,0.873,88,67,20,3,0.878,0.7553,3155,44,1
"1243",1243,6,1,10,4,71,0,0.873,88,67,20,3,0.8947,0.7553,3155,110,1
"1244",1244,6,1,10,4,71,0,0.873,88,67,20,2.82842712474619,0.9412,0.7553,3155,57,1
"1245",1245,6,1,11,4,71,0,0.9932,98,75,20,1,0.873,0.873,3776,88,0
"1246",1246,6,1,11,4,71,0,0.9932,98,75,20,3,0.7875,0.873,3776,55,1
"1247",1247,6,1,11,4,71,0,0.9932,98,75,20,1,1,0.873,3776,99,1
"1248",1248,6,1,11,4,71,0,0.9932,98,75,20,4.24264068711928,0.7703,0.873,3776,58,1
"1249",1249,6,1,12,4,71,0,1,101,77,20,1,0.9932,0.9932,3524,99,0
"1250",1250,6,1,12,4,71,0,1,101,77,20,5.3851648071345,0.9147,0.9932,3524,46,1
"1251",1251,6,1,12,4,71,0,1,101,77,20,0,1,0.9932,3524,99,1
"1252",1252,6,1,12,4,71,0,1,101,77,20,4.12310562561766,0.9071,0.9932,3524,56,1
"1253",1253,6,1,13,4,71,0,0.8967,89,68,20,1,1,1,3101,110,0
"1254",1254,6,1,13,4,71,0,0.8967,89,68,20,5.3851648071345,0.8273,1,3101,57,1
"1255",1255,6,1,13,4,71,0,0.8967,89,68,20,1,1,1,3101,99,1
"1256",1256,6,1,13,4,71,0,0.8967,89,68,20,5,0.7437,1,3101,69,1
"1257",1257,6,1,14,4,71,0,0.8446,86,66,20,2.23606797749979,0.8967,0.8967,4007,89,0
"1258",1258,6,1,14,4,71,0,0.8446,86,66,20,4.47213595499958,0.6235,0.8967,4007,47,1
"1259",1259,6,1,14,4,71,0,0.8446,86,66,20,1.4142135623731,1,0.8967,4007,99,1
"1260",1260,6,1,14,4,71,0,0.8446,86,66,20,4.12310562561766,0.8212,0.8967,4007,46,1
"1261",1261,6,1,0,5,67,1,0.6611,67,50,30,NA,NA,NA,NA,56,0
"1262",1262,6,1,0,5,67,1,0.6611,67,50,30,NA,NA,NA,NA,NA,1
"1263",1263,6,1,0,5,67,1,0.6611,67,50,30,NA,NA,NA,NA,NA,1
"1264",1264,6,1,0,5,67,1,0.6611,67,50,30,NA,NA,NA,NA,NA,1
"1265",1265,6,1,1,5,67,0,0.5166,52,40,30,9.4339811320566,0.6611,0.6611,1936,9,0
"1266",1266,6,1,1,5,67,0,0.5166,52,40,30,12.8062484748657,0.4805,0.6611,1936,111,1
"1267",1267,6,1,1,5,67,0,0.5166,52,40,30,9.8488578017961,0.7398,0.6611,1936,44,1
"1268",1268,6,1,1,5,67,0,0.5166,52,40,30,6.40312423743285,0.8381,0.6611,1936,48,1
"1269",1269,6,1,2,5,67,0,0.7507,76,56,30,8.06225774829855,0.5166,0.5166,4716,12,0
"1270",1270,6,1,2,5,67,0,0.7507,76,56,30,5,0.6999,0.5166,4716,49,1
"1271",1271,6,1,2,5,67,0,0.7507,76,56,30,4.24264068711928,0.7304,0.5166,4716,48,1
"1272",1272,6,1,2,5,67,0,0.7507,76,56,30,3.60555127546399,0.989,0.5166,4716,47,1
"1273",1273,6,1,3,5,67,0,0.9191,92,67,30,1,0.7507,0.7507,3458,23,0
"1274",1274,6,1,3,5,67,0,0.9191,92,67,30,7.07106781186548,0.3062,0.7507,3458,41,1
"1275",1275,6,1,3,5,67,0,0.9191,92,67,30,4,0.808,0.7507,3458,67,1
"1276",1276,6,1,3,5,67,0,0.9191,92,67,30,2.23606797749979,0.9783,0.7507,3458,46,1
"1277",1277,6,1,4,5,67,0,0.9583,96,69,30,1,0.9191,0.9191,2943,34,0
"1278",1278,6,1,4,5,67,0,0.9583,96,69,30,2.23606797749979,0.7187,0.9191,2943,47,1
"1279",1279,6,1,4,5,67,0,0.9583,96,69,30,3.60555127546399,0.9382,0.9191,2943,69,1
"1280",1280,6,1,4,5,67,0,0.9583,96,69,30,1,0.9166,0.9191,2943,45,1
"1281",1281,6,1,5,5,67,0,0.8388,85,62,30,1,0.9583,0.9583,2651,45,0
"1282",1282,6,1,5,5,67,0,0.8388,85,62,30,0,0.6096,0.9583,2651,45,1
"1283",1283,6,1,5,5,67,0,0.8388,85,62,30,3.60555127546399,0.9857,0.9583,2651,70,1
"1284",1284,6,1,5,5,67,0,0.8388,85,62,30,1.4142135623731,0.9624,0.9583,2651,57,1
"1285",1285,6,1,6,5,67,0,0.7942,79,58,30,2.23606797749979,0.8388,0.8388,4571,22,0
"1286",1286,6,1,6,5,67,0,0.7942,79,58,30,3,0.6989,0.8388,4571,25,1
"1287",1287,6,1,6,5,67,0,0.7942,79,58,30,6.40312423743285,0.9563,0.8388,4571,81,1
"1288",1288,6,1,6,5,67,0,0.7942,79,58,30,4.24264068711928,1,0.8388,4571,58,1
"1289",1289,6,1,7,5,67,0,0.7427,75,55,30,2,0.7942,0.7942,3101,44,0
"1290",1290,6,1,7,5,67,0,0.7427,75,55,30,7.61577310586391,0.5828,0.7942,3101,84,1
"1291",1291,6,1,7,5,67,0,0.7427,75,55,30,5.3851648071345,1,0.7942,3101,71,1
"1292",1292,6,1,7,5,67,0,0.7427,75,55,30,2.23606797749979,0.8807,0.7942,3101,35,1
"1293",1293,6,1,8,5,67,0,0.8419,84,61,30,1,0.7427,0.7427,4357,33,0
"1294",1294,6,1,8,5,67,0,0.8419,84,61,30,6.40312423743285,0.7401,0.7427,4357,92,1
"1295",1295,6,1,8,5,67,0,0.8419,84,61,30,6.70820393249937,0.9197,0.7427,4357,72,1
"1296",1296,6,1,8,5,67,0,0.8419,84,61,30,3.60555127546399,0.6884,0.7427,4357,68,1
"1297",1297,6,1,9,5,67,0,0.9534,95,69,30,2,0.8419,0.8419,3885,35,0
"1298",1298,6,1,9,5,67,0,0.9534,95,69,30,5,0.5982,0.8419,3885,90,1
"1299",1299,6,1,9,5,67,0,0.9534,95,69,30,5,0.9458,0.8419,3885,82,1
"1300",1300,6,1,9,5,67,0,0.9534,95,69,30,2.23606797749979,0.8603,0.8419,3885,56,1
"1301",1301,6,1,10,5,67,0,0.8864,88,64,30,1,0.9534,0.9534,3252,36,0
"1302",1302,6,1,10,5,67,0,0.8864,88,64,30,4.12310562561766,0.9339,0.9534,3252,81,1
"1303",1303,6,1,10,5,67,0,0.8864,88,64,30,2.82842712474619,0.9644,0.9534,3252,60,1
"1304",1304,6,1,10,5,67,0,0.8864,88,64,30,2.23606797749979,0.8808,0.9534,3252,59,1
"1305",1305,6,1,11,5,67,0,0.9911,101,73,30,1.4142135623731,0.8864,0.8864,3108,24,0
"1306",1306,6,1,11,5,67,0,0.9911,101,73,30,4.47213595499958,1,0.8864,3108,70,1
"1307",1307,6,1,11,5,67,0,0.9911,101,73,30,3.60555127546399,0.8739,0.8864,3108,59,1
"1308",1308,6,1,11,5,67,0,0.9911,101,73,30,1.4142135623731,0.846,0.8864,3108,36,1
"1309",1309,6,1,12,5,67,0,1,99,71,30,1,0.9911,0.9911,3099,25,0
"1310",1310,6,1,12,5,67,0,1,99,71,30,3.16227766016838,0.8963,0.9911,3099,59,1
"1311",1311,6,1,12,5,67,0,1,99,71,30,4.24264068711928,0.9285,0.9911,3099,61,1
"1312",1312,6,1,12,5,67,0,1,99,71,30,4,0.7251,0.9911,3099,69,1
"1313",1313,6,1,13,5,67,0,0.9241,92,67,30,1,1,1,3508,14,0
"1314",1314,6,1,13,5,67,0,0.9241,92,67,30,5.3851648071345,0.9889,1,3508,71,1
"1315",1315,6,1,13,5,67,0,0.9241,92,67,30,6.70820393249937,0.8729,1,3508,83,1
"1316",1316,6,1,13,5,67,0,0.9241,92,67,30,8.60232526704263,0.4532,1,3508,96,1
"1317",1317,6,1,14,5,67,0,0.9704,97,70,30,1.4142135623731,0.9241,0.9241,6759,26,0
"1318",1318,6,1,14,5,67,0,0.9704,97,70,30,5.09901951359278,0.9096,0.9241,6759,82,1
"1319",1319,6,1,14,5,67,0,0.9704,97,70,30,5.09901951359278,0.9528,0.9241,6759,80,1
"1320",1320,6,1,14,5,67,0,0.9704,97,70,30,5.09901951359278,0.5631,0.9241,6759,82,1
"1321",1321,6,1,0,6,72,1,0.5083,50,41,19,NA,NA,NA,NA,33,0
"1322",1322,6,1,0,6,72,1,0.5083,50,41,19,NA,NA,NA,NA,NA,1
"1323",1323,6,1,0,6,72,1,0.5083,50,41,19,NA,NA,NA,NA,NA,1
"1324",1324,6,1,0,6,72,1,0.5083,50,41,19,NA,NA,NA,NA,NA,1
"1325",1325,6,1,1,6,72,0,0.6523,66,53,19,9.21954445729289,0.5083,0.5083,2802,64,0
"1326",1326,6,1,1,6,72,0,0.6523,66,53,19,8.24621125123532,0.0867,0.5083,2802,78,1
"1327",1327,6,1,1,6,72,0,0.6523,66,53,19,2.23606797749979,0.3955,0.5083,2802,85,1
"1328",1328,6,1,1,6,72,0,0.6523,66,53,19,5.8309518948453,0.0216,0.5083,2802,116,1
"1329",1329,6,1,2,6,72,0,0.5972,61,49,19,1,0.6523,0.6523,4212,75,0
"1330",1330,6,1,2,6,72,0,0.5972,61,49,19,3.16227766016838,0.283,0.6523,4212,41,1
"1331",1331,6,1,2,6,72,0,0.5972,61,49,19,6.32455532033676,0.8315,0.6523,4212,47,1
"1332",1332,6,1,2,6,72,0,0.5972,61,49,19,3.60555127546399,0.3332,0.6523,4212,40,1
"1333",1333,6,1,3,6,72,0,0.6236,62,50,19,5,0.5972,0.5972,5200,20,0
"1334",1334,6,1,3,6,72,0,0.6236,62,50,19,7.07106781186548,0.3969,0.5972,5200,96,1
"1335",1335,6,1,3,6,72,0,0.6236,62,50,19,7.61577310586391,0.6728,0.5972,5200,46,1
"1336",1336,6,1,3,6,72,0,0.6236,62,50,19,5,0.6744,0.5972,5200,75,1
"1337",1337,6,1,4,6,72,0,0.4055,39,33,19,5.8309518948453,0.6236,0.6236,3383,72,0
"1338",1338,6,1,4,6,72,0,0.4055,39,33,19,5,0.9572,0.6236,3383,25,1
"1339",1339,6,1,4,6,72,0,0.4055,39,33,19,4.24264068711928,0.8384,0.6236,3383,36,1
"1340",1340,6,1,4,6,72,0,0.4055,39,33,19,3.16227766016838,0.7125,0.6236,3383,86,1
"1341",1341,6,1,5,6,72,0,0.6334,65,52,19,4.47213595499958,0.4055,0.4055,3681,54,0
"1342",1342,6,1,5,6,72,0,0.6334,65,52,19,7.07106781186548,0.8586,0.4055,3681,36,1
"1343",1343,6,1,5,6,72,0,0.6334,65,52,19,7.28010988928052,0.8116,0.4055,3681,25,1
"1344",1344,6,1,5,6,72,0,0.6334,65,52,19,4.12310562561766,0.632,0.4055,3681,97,1
"1345",1345,6,1,6,6,72,0,0.4933,48,40,19,3,0.6334,0.6334,3241,87,0
"1346",1346,6,1,6,6,72,0,0.4933,48,40,19,7.81024967590665,0.7106,0.6334,3241,26,1
"1347",1347,6,1,6,6,72,0,0.4933,48,40,19,9.4339811320566,0.7785,0.6334,3241,24,1
"1348",1348,6,1,6,6,72,0,0.4933,48,40,19,3,0.5949,0.6334,3241,84,1
"1349",1349,6,1,7,6,72,0,0.6265,64,51,19,5,0.4933,0.4933,3077,40,0
"1350",1350,6,1,7,6,72,0,0.6265,64,51,19,5.09901951359278,1,0.4933,3077,24,1
"1351",1351,6,1,7,6,72,0,0.6265,64,51,19,3,0.775,0.4933,3077,37,1
"1352",1352,6,1,7,6,72,0,0.6265,64,51,19,5,0.6528,0.4933,3077,87,1
"1353",1353,6,1,8,6,72,0,0.5831,58,47,19,2,0.6265,0.6265,3285,38,0
"1354",1354,6,1,8,6,72,0,0.5831,58,47,19,4.12310562561766,0.8236,0.6265,3285,23,1
"1355",1355,6,1,8,6,72,0,0.5831,58,47,19,1.4142135623731,0.6856,0.6265,3285,26,1
"1356",1356,6,1,8,6,72,0,0.5831,58,47,19,5,0.6742,0.6265,3285,85,1
"1357",1357,6,1,9,6,72,0,0.5909,60,48,19,2.23606797749979,0.5831,0.5831,2585,29,0
"1358",1358,6,1,9,6,72,0,0.5909,60,48,19,5.09901951359278,0.8161,0.5831,2585,35,1
"1359",1359,6,1,9,6,72,0,0.5909,60,48,19,6.08276253029822,0.5582,0.5831,2585,34,1
"1360",1360,6,1,9,6,72,0,0.5909,60,48,19,4,0.9785,0.5831,2585,25,1
"1361",1361,6,1,10,6,72,0,0.1743,18,18,19,2,0.5909,0.5909,2962,7,0
"1362",1362,6,1,10,6,72,0,0.1743,18,18,19,5.09901951359278,0.8892,0.5909,2962,13,1
"1363",1363,6,1,10,6,72,0,0.1743,18,18,19,4.12310562561766,0.8679,0.5909,2962,14,1
"1364",1364,6,1,10,6,72,0,0.1743,18,18,19,5.3851648071345,0.7901,0.5909,2962,24,1
"1365",1365,6,1,11,6,72,0,0.643,62,50,19,4.47213595499958,0.1743,0.1743,2815,53,0
"1366",1366,6,1,11,6,72,0,0.643,62,50,19,6.70820393249937,0.8013,0.1743,2815,14,1
"1367",1367,6,1,11,6,72,0,0.643,62,50,19,8.06225774829855,1,0.1743,2815,2,1
"1368",1368,6,1,11,6,72,0,0.643,62,50,19,5.3851648071345,0.9298,0.1743,2815,26,1
"1369",1369,6,1,12,6,72,0,0.6315,64,51,19,1,0.643,0.643,3069,52,0
"1370",1370,6,1,12,6,72,0,0.6315,64,51,19,7.61577310586391,0.7866,0.643,3069,12,1
"1371",1371,6,1,12,6,72,0,0.6315,64,51,19,8.06225774829855,0.8304,0.643,3069,1,1
"1372",1372,6,1,12,6,72,0,0.6315,64,51,19,4.12310562561766,0.8845,0.643,3069,37,1
"1373",1373,6,1,13,6,72,0,0.5996,58,47,19,1,0.6315,0.6315,3005,51,0
"1374",1374,6,1,13,6,72,0,0.5996,58,47,19,6.08276253029822,0.6388,0.6315,3005,34,1
"1375",1375,6,1,13,6,72,0,0.5996,58,47,19,6.40312423743285,1,0.6315,3005,2,1
"1376",1376,6,1,13,6,72,0,0.5996,58,47,19,4.12310562561766,0.8545,0.6315,3005,36,1
"1377",1377,6,1,14,6,72,0,0.6866,68,54,19,2.23606797749979,0.5996,0.5996,3611,42,0
"1378",1378,6,1,14,6,72,0,0.6866,68,54,19,7.61577310586391,0.6414,0.5996,3611,2,1
"1379",1379,6,1,14,6,72,0,0.6866,68,54,19,7.61577310586391,1,0.5996,3611,2,1
"1380",1380,6,1,14,6,72,0,0.6866,68,54,19,6.32455532033676,1,0.5996,3611,14,1
"1381",1381,6,1,0,7,65,1,0.6031,61,45,0,NA,NA,NA,NA,68,0
"1382",1382,6,1,0,7,65,1,0.6031,61,45,0,NA,NA,NA,NA,NA,1
"1383",1383,6,1,0,7,65,1,0.6031,61,45,0,NA,NA,NA,NA,NA,1
"1384",1384,6,1,0,7,65,1,0.6031,61,45,0,NA,NA,NA,NA,NA,1
"1385",1385,6,1,1,7,65,0,0.8171,82,58,0,4,0.6031,0.6031,2436,24,0
"1386",1386,6,1,1,7,65,0,0.8171,82,58,0,5.09901951359278,0.439,0.6031,2436,18,1
"1387",1387,6,1,1,7,65,0,0.8171,82,58,0,8.60232526704263,0.3819,0.6031,2436,86,1
"1388",1388,6,1,1,7,65,0,0.8171,82,58,0,4.47213595499958,0.2925,0.6031,2436,50,1
"1389",1389,6,1,2,7,65,0,0.9305,95,67,0,1,0.8171,0.8171,5572,13,0
"1390",1390,6,1,2,7,65,0,0.9305,95,67,0,7.61577310586391,0.3743,0.8171,5572,93,1
"1391",1391,6,1,2,7,65,0,0.9305,95,67,0,4,0.7768,0.8171,5572,57,1
"1392",1392,6,1,2,7,65,0,0.9305,95,67,0,7,0.5509,0.8171,5572,90,1
"1393",1393,6,1,3,7,65,0,0.9909,99,69,0,1,0.9305,0.9305,4049,12,0
"1394",1394,6,1,3,7,65,0,0.9909,99,69,0,4.47213595499958,0.5666,0.9305,4049,58,1
"1395",1395,6,1,3,7,65,0,0.9909,99,69,0,5.09901951359278,0.741,0.9305,4049,66,1
"1396",1396,6,1,3,7,65,0,0.9909,99,69,0,1.4142135623731,0.6888,0.9305,4049,24,1
"1397",1397,6,1,4,7,65,0,0.8326,82,58,0,1,0.9909,0.9909,4291,11,0
"1398",1398,6,1,4,7,65,0,0.8326,82,58,0,9.8488578017961,0.0744,0.9909,4291,64,1
"1399",1399,6,1,4,7,65,0,0.8326,82,58,0,2.82842712474619,0.7696,0.9909,4291,35,1
"1400",1400,6,1,4,7,65,0,0.8326,82,58,0,2,0.5946,0.9909,4291,13,1
"1401",1401,6,1,5,7,65,0,1,101,71,0,1.4142135623731,0.8326,0.8326,3156,1,0
"1402",1402,6,1,5,7,65,0,1,101,71,0,2.23606797749979,0.7963,0.8326,3156,24,1
"1403",1403,6,1,5,7,65,0,1,101,71,0,4,0.863,0.8326,3156,45,1
"1404",1404,6,1,5,7,65,0,1,101,71,0,10.6301458127346,0.0271,0.8326,3156,96,1
"1405",1405,6,1,6,7,65,0,0.9521,96,67,0,1,1,1,5278,2,0
"1406",1406,6,1,6,7,65,0,0.9521,96,67,0,1.4142135623731,0.9219,1,5278,12,1
"1407",1407,6,1,6,7,65,0,0.9521,96,67,0,3.60555127546399,0.834,1,5278,33,1
"1408",1408,6,1,6,7,65,0,0.9521,96,67,0,5,0.7322,1,5278,57,1
"1409",1409,6,1,7,7,65,0,0.7635,74,53,0,2,0.9521,0.9521,4474,0,0
"1410",1410,6,1,7,7,65,0,0.7635,74,53,0,1,0.8857,0.9521,4474,11,1
"1411",1411,6,1,7,7,65,0,0.7635,74,53,0,2.23606797749979,0.8687,0.9521,4474,23,1
"1412",1412,6,1,7,7,65,0,0.7635,74,53,0,4.12310562561766,0.8243,0.9521,4474,45,1
"1413",1413,6,1,8,7,65,0,0.6668,66,48,0,3,0.7635,0.7635,3128,3,0
"1414",1414,6,1,8,7,65,0,0.6668,66,48,0,2.82842712474619,0.8231,0.7635,3128,23,1
"1415",1415,6,1,8,7,65,0,0.6668,66,48,0,3,0.9651,0.7635,3128,0,1
"1416",1416,6,1,8,7,65,0,0.6668,66,48,0,4.24264068711928,0.6178,0.7635,3128,33,1
"1417",1417,6,1,9,7,65,0,0.9144,90,64,0,2.82842712474619,0.6668,0.6668,2976,23,0
"1418",1418,6,1,9,7,65,0,0.9144,90,64,0,1,0.8194,0.6668,2976,22,1
"1419",1419,6,1,9,7,65,0,0.9144,90,64,0,1,0.9312,0.6668,2976,12,1
"1420",1420,6,1,9,7,65,0,0.9144,90,64,0,2.23606797749979,0.7834,0.6668,2976,46,1
"1421",1421,6,1,10,7,65,0,0.8968,91,64,0,1,0.9144,0.9144,4285,22,0
"1422",1422,6,1,10,7,65,0,0.8968,91,64,0,2,0.9259,0.9144,4285,0,1
"1423",1423,6,1,10,7,65,0,0.8968,91,64,0,1,1,0.9144,4285,11,1
"1424",1424,6,1,10,7,65,0,0.8968,91,64,0,1.4142135623731,0.7635,0.9144,4285,34,1
"1425",1425,6,1,11,7,65,0,0.8231,82,58,0,1.4142135623731,0.8968,0.8968,4258,34,0
"1426",1426,6,1,11,7,65,0,0.8231,82,58,0,3,1,0.8968,4258,1,1
"1427",1427,6,1,11,7,65,0,0.8231,82,58,0,1.4142135623731,0.9252,0.8968,4258,22,1
"1428",1428,6,1,11,7,65,0,0.8231,82,58,0,2,0.828,0.8968,4258,56,1
"1429",1429,6,1,12,7,65,0,0.7172,70,51,0,2.82842712474619,0.8231,0.8231,3602,14,0
"1430",1430,6,1,12,7,65,0,0.7172,70,51,0,1.4142135623731,0.9722,0.8231,3602,2,1
"1431",1431,6,1,12,7,65,0,0.7172,70,51,0,2.23606797749979,0.9018,0.8231,3602,1,1
"1432",1432,6,1,12,7,65,0,0.7172,70,51,0,5.8309518948453,0.8744,0.8231,3602,66,1
"1433",1433,6,1,13,7,65,0,0.6801,67,49,0,1,0.7172,0.7172,3363,25,0
"1434",1434,6,1,13,7,65,0,0.6801,67,49,0,2,0.8556,0.7172,3363,3,1
"1435",1435,6,1,13,7,65,0,0.6801,67,49,0,3.16227766016838,1,0.7172,3363,11,1
"1436",1436,6,1,13,7,65,0,0.6801,67,49,0,4.47213595499958,0.8112,0.7172,3363,67,1
"1437",1437,6,1,14,7,65,0,0.6978,69,50,0,1.4142135623731,0.6801,0.6801,3021,35,0
"1438",1438,6,1,14,7,65,0,0.6978,69,50,0,2,0.9052,0.6801,3021,13,1
"1439",1439,6,1,14,7,65,0,0.6978,69,50,0,2.82842712474619,1,0.6801,3021,11,1
"1440",1440,6,1,14,7,65,0,0.6978,69,50,0,4.47213595499958,0.9645,0.6801,3021,77,1
"3841",3841,16,1,0,0,66,1,0.3695,37,29,20,NA,NA,NA,NA,117,0
"3842",3842,16,1,0,0,66,1,0.3695,37,29,20,NA,NA,NA,NA,NA,1
"3843",3843,16,1,0,0,66,1,0.3695,37,29,20,NA,NA,NA,NA,NA,1
"3844",3844,16,1,0,0,66,1,0.3695,37,29,20,NA,NA,NA,NA,NA,1
"3845",3845,16,1,1,0,66,0,0.3695,37,29,20,0,0.3695,0.3695,6218,117,0
"3846",3846,16,1,1,0,66,0,0.3695,37,29,20,5.8309518948453,0,0.3695,6218,65,1
"3847",3847,16,1,1,0,66,0,0.3695,37,29,20,5,0.299,0.3695,6218,70,1
"3848",3848,16,1,1,0,66,0,0.3695,37,29,20,2.82842712474619,0.2014,0.3695,6218,97,1
"3849",3849,16,1,2,0,66,0,0.3695,37,29,20,0,0.3695,0.3695,12482,117,0
"3850",3850,16,1,2,0,66,0,0.3695,37,29,20,3.16227766016838,0.3679,0.3695,12482,103,1
"3851",3851,16,1,2,0,66,0,0.3695,37,29,20,7,0.5331,0.3695,12482,40,1
"3852",3852,16,1,2,0,66,0,0.3695,37,29,20,4.47213595499958,0.142,0.3695,12482,71,1
"3853",3853,16,1,3,0,66,0,0.3695,38,30,20,0,0.3695,0.3695,4952,117,0
"3854",3854,16,1,3,0,66,0,0.3695,38,30,20,9.05538513813742,0.4702,0.3695,4952,17,1
"3855",3855,16,1,3,0,66,0,0.3695,38,30,20,7.07106781186548,0.375,0.3695,4952,39,1
"3856",3856,16,1,3,0,66,0,0.3695,38,30,20,5,0.0074,0.3695,4952,62,1
"3857",3857,16,1,4,0,66,0,0.3695,37,29,20,0,0.3695,0.3695,11086,117,0
"3858",3858,16,1,4,0,66,0,0.3695,37,29,20,8.24621125123532,0.5131,0.3695,11086,27,1
"3859",3859,16,1,4,0,66,0,0.3695,37,29,20,6,0.4316,0.3695,11086,51,1
"3860",3860,16,1,4,0,66,0,0.3695,37,29,20,5.3851648071345,0.2005,0.3695,11086,60,1
"3861",3861,16,1,5,0,66,0,0.1953,21,19,20,4.12310562561766,0.3695,0.3695,4598,74,0
"3862",3862,16,1,5,0,66,0,0.1953,21,19,20,4.24264068711928,0.387,0.3695,4598,38,1
"3863",3863,16,1,5,0,66,0,0.1953,21,19,20,4.12310562561766,0.6967,0.3695,4598,29,1
"3864",3864,16,1,5,0,66,0,0.1953,21,19,20,2.23606797749979,0.0471,0.3695,4598,61,1
"3865",3865,16,1,6,0,66,0,0.1475,16,16,20,3,0.1953,0.1953,3164,107,0
"3866",3866,16,1,6,0,66,0,0.1475,16,16,20,8.06225774829855,0.5881,0.1953,3164,26,1
"3867",3867,16,1,6,0,66,0,0.1475,16,16,20,7,0.7583,0.1953,3164,30,1
"3868",3868,16,1,6,0,66,0,0.1475,16,16,20,5.8309518948453,0.2991,0.1953,3164,49,1
"3869",3869,16,1,7,0,66,0,0.3812,39,31,20,2.23606797749979,0.1475,0.1475,5586,116,0
"3870",3870,16,1,7,0,66,0,0.3812,39,31,20,8.54400374531753,0.6366,0.1475,5586,25,1
"3871",3871,16,1,7,0,66,0,0.3812,39,31,20,9.21954445729289,0.876,0.1475,5586,19,1
"3872",3872,16,1,7,0,66,0,0.3812,39,31,20,5.3851648071345,0.4725,0.1475,5586,59,1
"3873",3873,16,1,8,0,66,0,0.4134,41,32,20,1,0.3812,0.3812,5752,115,0
"3874",3874,16,1,8,0,66,0,0.4134,41,32,20,8.54400374531753,0.6887,0.3812,5752,24,1
"3875",3875,16,1,8,0,66,0,0.4134,41,32,20,9.8488578017961,0.8081,0.3812,5752,20,1
"3876",3876,16,1,8,0,66,0,0.4134,41,32,20,5.3851648071345,0.7703,0.3812,5752,58,1
"3877",3877,16,1,9,0,66,0,0.5149,50,38,20,1,0.4134,0.4134,5360,114,0
"3878",3878,16,1,9,0,66,0,0.5149,50,38,20,8.54400374531753,0.7532,0.4134,5360,23,1
"3879",3879,16,1,9,0,66,0,0.5149,50,38,20,9.48683298050514,0.8513,0.4134,5360,18,1
"3880",3880,16,1,9,0,66,0,0.5149,50,38,20,4,0.4226,0.4134,5360,70,1
"3881",3881,16,1,10,0,66,0,0.627,65,48,20,1,0.5149,0.5149,3383,113,0
"3882",3882,16,1,10,0,66,0,0.627,65,48,20,8.54400374531753,0.7986,0.5149,3383,22,1
"3883",3883,16,1,10,0,66,0,0.627,65,48,20,11.1803398874989,0.9846,0.5149,3383,8,1
"3884",3884,16,1,10,0,66,0,0.627,65,48,20,5.09901951359278,0.9412,0.5149,3383,57,1
"3885",3885,16,1,11,0,66,0,0.4938,50,38,20,1,0.627,0.627,2933,102,0
"3886",3886,16,1,11,0,66,0,0.4938,50,38,20,8.24621125123532,0.7118,0.627,2933,12,1
"3887",3887,16,1,11,0,66,0,0.4938,50,38,20,9.8488578017961,0.9169,0.627,2933,7,1
